season,player_name,team,rz_targets,rz_receptions,rz_catch_rate,rz_rec_yards,rz_rec_tds,rz_target_share,rz10_targets,rz10_receptions,rz10_catch_rate,rz10_rec_yards,rz10_rec_tds,rz10_target_share
2017,justin hunter,PIT,2,1,50.0,5,1,2.4,2,1,50.0,5,1,4.8
2017,tommylee lewis,NOR,2,1,50.0,1,0,2.8,0,0,,0,0,0.0
2017,zach line,NOR,2,2,100.0,8,1,2.8,2,2,100.0,8,1,6.7
2017,marlon mack,IND,2,1,50.0,10,0,5.3,0,0,,0,0,0.0
2017,brandon marshall,NYG,2,2,100.0,27,0,3.8,0,0,,0,0,0.0
2017,chris matthews,BAL,2,0,0.0,0,0,2.9,2,0,0.0,0,0,5.6
2017,tanner mcevoy,SEA,2,0,0.0,0,0,3.0,1,0,0.0,0,0,2.5
2017,joe mixon,CIN,2,2,100.0,13,0,4.0,1,1,100.0,3,0,4.0
2017,demarco murray,TEN,2,2,100.0,13,1,4.7,1,1,100.0,7,1,5.9
2017,latavius murray,MIN,2,1,50.0,1,0,3.4,0,0,,0,0,0.0
2017,niles paul,WAS,2,1,50.0,4,0,3.2,0,0,,0,0,0.0
2017,adrian peterson,2TM,2,1,50.0,0,0,,1,0,0.0,0,0,
2017,patrick ricard,BAL,2,2,100.0,9,2,2.9,2,2,100.0,9,2,5.6
2017,chester rogers,IND,2,1,50.0,7,0,5.3,0,0,,0,0,0.0
2017,ricky seals-jones,ARI,2,1,50.0,11,1,2.9,1,0,0.0,0,0,4.2
2017,dion sims,CHI,2,2,100.0,12,0,4.0,1,1,100.0,7,0,3.6
2017,wendell smallwood,PHI,2,1,50.0,8,0,2.7,0,0,,0,0,0.0
2017,de'anthony thomas,KAN,2,2,100.0,8,1,2.8,2,2,100.0,8,1,9.1
2017,levine toilolo,ATL,2,2,100.0,11,0,3.0,1,1,100.0,7,0,2.9
2017,mike tolbert,BUF,2,0,0.0,0,0,3.1,1,0,0.0,0,0,2.9
2017,cj uzomah,CIN,2,1,50.0,1,1,4.0,2,1,50.0,1,1,8.0
2017,shane vereen,NYG,2,1,50.0,3,0,3.8,0,0,,0,0,0.0
2017,dede westbrook,JAX,2,1,50.0,18,1,4.1,1,0,0.0,0,0,3.4
2017,kasen williams,CLE,2,1,50.0,4,0,4.7,1,1,100.0,4,0,4.0
2017,jarius wright,MIN,2,2,100.0,9,2,3.4,2,2,100.0,9,2,6.9
2017,jared abbrederis,DET,1,1,100.0,12,0,1.4,0,0,,0,0,0.0
2017,peyton barber,TAM,1,1,100.0,1,0,1.5,0,0,,0,0,0.0
2017,kenjon barner,PHI,1,0,0.0,0,0,1.3,1,0,0.0,0,0,3.3
2017,nick bellore,DET,1,1,100.0,1,1,1.4,1,1,100.0,1,1,3.1
2017,tommy bohanon,JAX,1,1,100.0,1,1,2.0,1,1,100.0,1,1,3.4
2017,malcolm brown,LAR,1,1,100.0,-4,0,1.3,1,1,100.0,-4,0,2.9
2017,noah brown,DAL,1,1,100.0,-2,0,1.8,1,1,100.0,-2,0,3.8
2017,marquis bundy,NYG,1,0,0.0,0,0,1.9,0,0,,0,0,0.0
2017,michael burton,CHI,1,1,100.0,0,0,2.0,1,1,100.0,0,0,3.6
2017,travaris cadet,BUF,1,1,100.0,5,0,1.5,0,0,,0,0,0.0
2017,derek carrier,LAR,1,1,100.0,14,0,1.3,0,0,,0,0,0.0
2017,leonte carroo,MIA,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2017,michael clark,GNB,1,0,0.0,0,0,1.6,0,0,,0,0,0.0
2017,derrick coleman,ATL,1,0,0.0,0,0,1.5,1,0,0.0,0,0,2.9
2017,jeff cumberland,LAC,1,1,100.0,0,0,1.5,0,0,,0,0,0.0
2017,amara darboh,SEA,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2017,orleans darkwa,NYG,1,0,0.0,0,0,1.9,0,0,,0,0,0.0
2017,phillip dorsett,NWE,1,1,100.0,7,0,1.2,0,0,,0,0,0.0
2017,lance dunbar,LAR,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2017,tyler eifert,CIN,1,0,0.0,0,0,2.0,0,0,,0,0,0.0
2017,tyler ervin,HOU,1,0,0.0,0,0,1.9,1,0,0.0,0,0,3.3
2017,cj fiedorowicz,HOU,1,0,0.0,0,0,1.9,1,0,0.0,0,0,3.3
2017,d'onta foreman,HOU,1,0,0.0,0,0,1.9,0,0,,0,0,0.0
2017,leonard fournette,JAX,1,1,100.0,10,1,2.0,1,1,100.0,10,1,3.4
2017,jimmy garoppolo,SFO,1,1,100.0,-6,0,1.2,0,0,,0,0,0.0
2017,tanner gentry,CHI,1,0,0.0,0,0,2.0,0,0,,0,0,0.0
2017,jakeem grant,MIA,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2017,james hanna,DAL,1,0,0.0,0,0,1.8,0,0,,0,0,0.0
2017,chad hansen,NYJ,1,1,100.0,-4,0,2.1,0,0,,0,0,0.0
2017,jeff heuerman,DEN,1,1,100.0,13,1,1.7,0,0,,0,0,0.0
2017,darrius heyward-bey,PIT,1,1,100.0,3,0,1.2,1,1,100.0,3,0,2.4
2017,cole hikutini,SFO,1,1,100.0,10,0,1.2,0,0,,0,0,0.0
2017,gabe holmes,ARI,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2017,johnny holton,OAK,1,1,100.0,9,1,2.2,1,1,100.0,9,1,3.6
2017,akeem hunt,KAN,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2017,andy janovich,DEN,1,0,0.0,0,0,1.7,0,0,,0,0,0.0
2017,david johnson,ARI,1,1,100.0,2,0,1.4,1,1,100.0,2,0,4.2
2017,jeremy kerley,NYJ,1,1,100.0,10,0,2.1,0,0,,0,0,0.0
2017,matt lacosse,NYG,1,0,0.0,0,0,1.9,1,0,0.0,0,0,3.8
2017,cody latimer,DEN,1,0,0.0,0,0,1.7,1,0,0.0,0,0,4.2
2017,marshawn lynch,OAK,1,0,0.0,0,0,2.2,0,0,,0,0,0.0
2017,tre madden,SEA,1,1,100.0,-1,0,1.5,1,1,100.0,-1,0,2.5
2017,josh malone,CIN,1,0,0.0,0,0,2.0,0,0,,0,0,0.0
2017,chris manhertz,CAR,1,0,0.0,0,0,1.8,1,0,0.0,0,0,3.8
2017,isaiah mckenzie,DEN,1,0,0.0,0,0,1.7,0,0,,0,0,0.0
2017,brian mihalik,DET,1,1,100.0,-4,0,1.4,1,1,100.0,-4,0,3.1
2017,ifeanyi momah,ARI,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2017,david morgan,MIN,1,1,100.0,1,1,1.7,1,1,100.0,1,1,3.4
2017,roosevelt nix,PIT,1,1,100.0,1,1,1.2,1,1,100.0,1,1,2.4
2017,branden oliver,LAC,1,1,100.0,-2,0,1.5,1,1,100.0,-2,0,2.3
2017,samaje perine,WAS,1,1,100.0,3,1,1.6,1,1,100.0,3,1,4.0
2017,cj prosise,SEA,1,0,0.0,0,0,1.5,1,0,0.0,0,0,2.5
2017,jay prosch,HOU,1,1,100.0,9,0,1.9,0,0,,0,0,0.0
2017,brian quick,WAS,1,1,100.0,9,0,1.6,0,0,,0,0,0.0
2017,bobby rainey,BAL,1,0,0.0,0,0,1.4,1,0,0.0,0,0,2.8
2017,thomas rawls,SEA,1,0,0.0,0,0,1.5,1,0,0.0,0,0,2.5
2017,jalen richard,OAK,1,1,100.0,6,1,2.2,1,1,100.0,6,1,3.6
2017,aaron ripkowski,GNB,1,0,0.0,0,0,1.6,0,0,,0,0,0.0
2017,andre roberts,ATL,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2017,michael roberts,DET,1,1,100.0,15,0,1.4,0,0,,0,0,0.0
2017,jacquizz rodgers,TAM,1,1,100.0,6,0,1.5,1,1,100.0,6,0,3.4
2017,travis rudolph,NYG,1,0,0.0,0,0,1.9,0,0,,0,0,0.0
2017,ty sambrailo,ATL,1,0,0.0,0,0,1.5,1,0,0.0,0,0,2.9
2017,hunter sharp,NYG,1,1,100.0,16,1,1.9,0,0,,0,0,0.0
2017,anthony sherman,KAN,1,1,100.0,11,0,1.4,0,0,,0,0,0.0
2017,jeremy sprinkle,WAS,1,1,100.0,7,1,1.6,1,1,100.0,7,1,4.0
2017,darren sproles,PHI,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2017,neal sterling,NYJ,1,0,0.0,0,0,2.1,0,0,,0,0,0.0
2017,ardarius stewart,NYJ,1,1,100.0,8,0,2.1,1,1,100.0,8,0,4.2
2017,jonathan stewart,CAR,1,1,100.0,9,1,1.8,1,1,100.0,9,1,3.8
2017,luke stocker,TAM,1,1,100.0,8,1,1.5,1,1,100.0,8,1,3.4
2017,jaelen strong,JAX,1,1,100.0,5,1,2.0,1,1,100.0,5,1,3.4
2017,phillip supernaw,TEN,1,1,100.0,11,1,2.3,0,0,,0,0,0.0
2017,ryan switzer,DAL,1,1,100.0,2,0,1.8,0,0,,0,0,0.0
2017,jordan taylor,DEN,1,0,0.0,0,0,1.7,1,0,0.0,0,0,4.2
2017,taywan taylor,TEN,1,0,0.0,0,0,2.3,0,0,,0,0,0.0
2017,randall telfer,CLE,1,0,0.0,0,0,2.3,1,0,0.0,0,0,4.0
2017,lawrence thomas,NYJ,1,1,100.0,5,0,2.1,0,0,,0,0,0.0
2017,logan thomas,BUF,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2017,austin traylor,DEN,1,1,100.0,14,0,1.7,0,0,,0,0,0.0
2017,laquon treadwell,MIN,1,0,0.0,0,0,1.7,1,0,0.0,0,0,3.4
2017,nick vannett,SEA,1,1,100.0,17,1,1.5,0,0,,0,0,0.0
2017,clive walford,OAK,1,0,0.0,0,0,2.2,0,0,,0,0,0.0
2017,leonard wester,TAM,1,1,100.0,2,1,1.5,1,1,100.0,2,1,3.4
2017,kerwynn williams,ARI,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2017,marquez williams,CLE,1,0,0.0,0,0,2.3,1,0,0.0,0,0,4.0
2017,tyrell williams,LAC,1,1,100.0,7,0,1.5,0,0,,0,0,0.0
2017,bobo wilson,TAM,1,1,100.0,18,1,1.5,0,0,,0,0,0.0
2017,tj yeldon,JAX,1,1,100.0,2,0,2.0,0,0,,0,0,0.0
2018,zach ertz,PHI,27,16,59.26,118,7,34.6,10,7,70.0,35,5,27.0
2018,juju smith-schuster,PIT,26,14,53.85,87,5,31.3,11,7,63.64,13,3,30.6
2018,michael thomas,NOR,26,22,84.62,138,7,28.9,14,12,85.71,48,6,31.8
2018,alvin kamara,NOR,25,20,80.0,123,3,27.8,8,7,87.5,30,2,18.2
2018,deandre hopkins,HOU,24,14,58.33,127,8,35.3,15,7,46.67,41,4,38.5
2018,travis kelce,KAN,24,16,66.67,129,9,26.1,12,7,58.33,32,5,26.7
2018,davante adams,GNB,23,14,60.87,133,12,40.4,8,6,75.0,36,6,36.4
2018,james white,NWE,22,16,72.73,117,7,27.2,9,4,44.44,23,4,25.0
2018,julian edelman,NWE,20,14,70.0,106,4,24.7,11,6,54.55,28,3,30.6
2018,adam thielen,MIN,20,15,75.0,90,6,30.3,8,5,62.5,17,4,27.6
2018,antonio brown,PIT,19,9,47.37,55,5,22.9,8,4,50.0,19,4,22.2
2018,todd gurley,LAR,19,9,47.37,78,3,21.3,8,2,25.0,16,1,17.8
2018,sterling shepard,NYG,19,9,47.37,35,4,24.7,8,5,62.5,17,4,23.5
2018,odell beckham,NYG,18,6,33.33,34,4,23.4,8,4,50.0,20,4,23.5
2018,eric ebron,IND,18,10,55.56,106,10,20.5,6,4,66.67,22,4,14.0
2018,george kittle,SFO,18,9,50.0,67,2,26.1,8,3,37.5,22,2,27.6
2018,jarvis landry,CLE,18,9,50.0,63,2,33.3,7,4,57.14,13,1,30.4
2018,stefon diggs,MIN,17,12,70.59,58,6,25.8,8,6,75.0,18,5,27.6
2018,julio jones,ATL,17,10,58.82,100,5,24.3,7,3,42.86,3,2,18.4
2018,ezekiel elliott,DAL,16,11,68.75,64,2,23.9,6,4,66.67,18,1,20.0
2018,chris godwin,TAM,16,6,37.5,62,6,20.0,11,4,36.36,30,4,31.4
2018,brandin cooks,LAR,15,13,86.67,91,4,16.9,8,6,75.0,21,2,17.8
2018,corey davis,TEN,15,6,40.0,47,2,30.0,9,2,22.22,11,1,36.0
2018,kenny golladay,DET,15,5,33.33,38,4,21.7,6,3,50.0,14,3,21.4
2018,zay jones,BUF,15,7,46.67,79,4,40.5,4,2,50.0,12,1,36.4
2018,keenan allen,LAC,14,10,71.43,82,5,21.2,7,4,57.14,27,3,18.4
2018,tarik cohen,CHI,14,11,78.57,76,4,20.3,7,4,57.14,25,2,18.9
2018,jared cook,OAK,14,9,64.29,56,3,26.4,11,7,63.64,31,2,29.7
2018,larry fitzgerald,ARI,14,8,57.14,78,5,31.8,6,3,50.0,11,2,26.1
2018,tyreek hill,KAN,14,9,64.29,46,5,15.2,7,4,57.14,6,3,15.6
2018,ty hilton,IND,14,6,42.86,35,5,15.9,10,4,40.0,14,4,23.3
2018,doug baldwin,SEA,13,5,38.46,19,3,23.6,9,4,44.44,16,3,30.0
2018,saquon barkley,NYG,13,9,69.23,62,3,16.9,5,3,60.0,8,1,14.7
2018,john brown,BAL,13,5,38.46,46,3,21.0,7,2,28.57,16,2,22.6
2018,trey burton,CHI,13,10,76.92,64,5,18.8,7,6,85.71,16,3,18.9
2018,melvin gordon,LAC,13,8,61.54,33,3,19.7,8,6,75.0,33,3,21.1
2018,aj green,CIN,13,6,46.15,49,4,21.7,6,2,33.33,11,2,21.4
2018,jeff heuerman,DEN,13,4,30.77,25,2,22.0,8,2,25.0,8,1,23.5
2018,austin hooper,ATL,13,9,69.23,49,4,18.6,10,7,70.0,34,4,26.3
2018,adam humphries,TAM,13,9,69.23,73,3,16.3,6,4,66.67,25,3,17.1
2018,alshon jeffery,PHI,13,7,53.85,52,6,16.7,7,4,57.14,12,3,18.9
2018,christian mccaffrey,CAR,13,11,84.62,55,4,20.6,6,6,100.0,20,3,18.8
2018,josh reynolds,LAR,13,6,46.15,42,4,14.6,5,3,60.0,7,3,11.1
2018,kyle rudolph,MIN,13,6,46.15,29,3,19.7,8,2,25.0,8,2,27.6
2018,dede westbrook,JAX,13,7,53.85,52,3,27.1,7,3,42.86,10,1,29.2
2018,mike williams,LAC,13,7,53.85,31,6,19.7,9,6,66.67,28,6,23.7
2018,kendrick bourne,SFO,12,9,75.0,43,4,17.4,6,4,66.67,12,4,20.7
2018,cameron brate,TAM,12,8,66.67,72,6,15.0,4,3,75.0,11,3,11.4
2018,mike evans,TAM,12,6,50.0,59,4,15.0,6,3,50.0,21,3,17.1
2018,devin funchess,CAR,12,7,58.33,52,3,19.0,7,4,57.14,16,2,21.9
2018,robert woods,LAR,12,7,58.33,44,4,13.5,8,4,50.0,24,4,17.8
2018,nelson agholor,PHI,11,7,63.64,19,2,14.1,6,5,83.33,10,2,16.2
2018,amari cooper,2TM,11,5,45.45,25,3,,8,3,37.5,5,2,
2018,michael crabtree,BAL,11,5,45.45,28,3,17.7,6,2,33.33,12,2,19.4
2018,gerald everett,LAR,11,6,54.55,32,2,12.4,6,2,33.33,17,2,13.3
2018,anthony miller,CHI,11,7,63.64,44,5,15.9,6,4,66.67,19,4,16.2
2018,allen robinson,CHI,11,4,36.36,35,2,15.9,5,1,20.0,8,0,13.5
2018,john ross,CIN,11,8,72.73,45,5,18.3,7,6,85.71,25,5,25.0
2018,cole beasley,DAL,10,6,60.0,56,2,14.9,5,3,60.0,22,1,16.7
2018,chris conley,KAN,10,7,70.0,48,5,10.9,7,5,71.43,27,4,15.6
2018,ryan griffin,HOU,10,2,20.0,17,0,14.7,5,1,20.0,4,0,12.8
2018,nyheim hines,IND,10,9,90.0,49,2,11.4,4,3,75.0,20,1,9.3
2018,david johnson,ARI,10,6,60.0,32,1,22.7,8,5,62.5,17,1,34.8
2018,marvin jones,DET,10,4,40.0,42,3,14.5,6,2,33.33,13,2,21.4
2018,cooper kupp,LAR,10,8,80.0,40,3,11.2,6,4,66.67,22,2,13.3
2018,vance mcdonald,PIT,10,5,50.0,38,3,12.0,4,2,50.0,5,1,11.1
2018,theo riddick,DET,10,8,80.0,39,0,14.5,1,0,0.0,0,0,3.6
2018,tre'quan smith,NOR,10,4,40.0,34,3,11.1,6,2,33.33,13,2,13.6
2018,golden tate,2TM,10,4,40.0,25,1,,7,2,28.57,11,1,
2018,demaryius thomas,2TM,10,9,90.0,64,4,,4,4,100.0,18,3,
2018,robby anderson,NYJ,9,4,44.44,29,2,18.0,5,2,40.0,12,2,33.3
2018,kelvin benjamin,2TM,9,4,44.44,23,1,,4,1,25.0,3,1,
2018,tevin coleman,ATL,9,7,77.78,42,4,12.9,4,4,100.0,25,4,10.5
2018,quincy enunwa,NYJ,9,4,44.44,17,0,18.0,2,0,0.0,0,0,13.3
2018,david moore,SEA,9,3,33.33,37,3,16.4,4,1,25.0,3,1,13.3
2018,curtis samuel,CAR,9,4,44.44,46,3,14.3,5,1,20.0,7,1,15.6
2018,emmanuel sanders,DEN,9,6,66.67,34,1,15.3,5,3,60.0,14,1,14.7
2018,tajae sharpe,TEN,9,4,44.44,21,2,18.0,4,2,50.0,7,1,16.0
2018,sammy watkins,KAN,9,4,44.44,45,3,9.8,4,1,25.0,10,1,8.9
2018,ben watson,NOR,9,6,66.67,36,2,10.0,6,3,50.0,9,1,13.6
2018,devontae booker,DEN,8,6,75.0,26,0,13.6,3,3,100.0,5,0,8.8
2018,tyler boyd,CIN,8,8,100.0,66,5,13.3,3,3,100.0,18,3,10.7
2018,antonio callaway,CLE,8,6,75.0,20,4,14.8,5,4,80.0,-2,3,21.7
2018,phillip dorsett,NWE,8,7,87.5,50,3,9.9,3,3,100.0,22,3,8.3
2018,taylor gabriel,CHI,8,5,62.5,13,2,11.6,5,3,60.0,1,2,13.5
2018,michael gallup,DAL,8,3,37.5,14,1,11.9,3,2,66.67,8,1,10.0
2018,antonio gates,LAC,8,2,25.0,11,2,12.1,7,2,28.57,11,2,18.4
2018,josh gordon,2TM,8,3,37.5,40,1,,4,0,0.0,0,0,
2018,jimmy graham,GNB,8,3,37.5,31,2,14.0,5,1,20.0,3,1,22.7
2018,rob gronkowski,NWE,8,3,37.5,37,1,9.9,2,0,0.0,0,0,5.6
2018,chris herndon,NYJ,8,6,75.0,78,3,16.0,1,1,100.0,5,1,6.7
2018,kareem hunt,KAN,8,6,75.0,54,3,8.7,5,3,60.0,15,2,11.1
2018,jermaine kearse,NYJ,8,4,50.0,40,1,16.0,3,0,0.0,0,0,20.0
2018,david njoku,CLE,8,5,62.5,30,4,14.8,5,3,60.0,10,3,21.7
2018,calvin ridley,ATL,8,7,87.5,65,6,11.4,4,3,75.0,18,3,10.5
2018,courtland sutton,DEN,8,2,25.0,27,2,13.6,4,1,25.0,8,1,11.8
2018,jordan thomas,HOU,8,6,75.0,47,4,11.8,4,3,75.0,17,2,10.3
2018,james conner,PIT,7,6,85.71,36,1,8.4,3,2,66.67,12,1,8.3
2018,evan engram,NYG,7,4,57.14,35,3,9.1,3,2,66.67,8,2,8.8
2018,dallas goedert,PHI,7,5,71.43,28,3,9.0,3,3,100.0,10,2,8.1
2018,duke johnson,CLE,7,5,71.43,42,3,13.0,3,1,33.33,5,1,13.0
2018,dion lewis,TEN,7,6,85.71,29,1,14.0,2,1,50.0,7,0,8.0
2018,dj moore,CAR,7,4,57.14,23,1,11.1,3,1,33.33,8,1,9.4
2018,jordy nelson,OAK,7,5,71.43,45,3,13.2,4,2,50.0,4,1,10.8
2018,zach pascal,IND,7,6,85.71,50,2,8.0,2,2,100.0,11,1,4.7
2018,jordan reed,WAS,7,3,42.86,20,2,18.9,5,3,60.0,20,2,26.3
2018,michael roberts,DET,7,3,42.86,34,3,10.1,4,1,25.0,4,1,14.3
2018,chester rogers,IND,7,3,42.86,28,2,8.0,1,1,100.0,1,1,2.3
2018,willie snead,BAL,7,5,71.43,39,1,11.3,0,0,,0,0,0.0
2018,ryan switzer,PIT,7,6,85.71,23,1,8.4,4,4,100.0,8,1,11.1
2018,ian thomas,CAR,7,5,71.43,31,2,11.1,3,3,100.0,16,2,9.4
2018,marquez valdes-scantling,GNB,7,2,28.57,15,1,12.3,3,1,33.33,3,1,13.6
2018,damien williams,KAN,7,7,100.0,24,2,7.6,3,3,100.0,6,2,6.7
2018,javorius allen,BAL,6,6,100.0,36,2,9.7,2,2,100.0,13,1,6.5
2018,mark andrews,BAL,6,2,33.33,9,2,9.7,3,2,66.67,9,2,9.7
2018,nick boyle,BAL,6,2,33.33,6,0,9.7,5,1,20.0,2,0,16.1
2018,jaron brown,SEA,6,6,100.0,60,5,10.9,4,4,100.0,26,3,13.3
2018,keelan cole,JAX,6,3,50.0,23,0,12.5,0,0,,0,0,0.0
2018,josh doctson,WAS,6,2,33.33,8,2,16.2,3,2,66.67,8,2,15.8
2018,jack doyle,IND,6,5,83.33,29,2,6.8,4,4,100.0,20,2,9.3
2018,kenyan drake,MIA,6,2,33.33,3,1,15.4,3,1,33.33,3,1,16.7
2018,mike gesicki,MIA,6,3,50.0,21,0,15.4,2,1,50.0,-1,0,11.1
2018,justin hardy,ATL,6,4,66.67,35,2,8.6,3,1,33.33,5,1,7.9
2018,chris hogan,NWE,6,2,33.33,12,1,7.4,4,1,25.0,7,1,11.1
2018,oj howard,TAM,6,4,66.67,35,4,7.5,4,3,75.0,17,3,11.4
2018,dontrelle inman,IND,6,4,66.67,26,3,6.8,4,2,50.0,9,2,9.3
2018,kerryon johnson,DET,6,3,50.0,19,1,8.7,2,0,0.0,0,0,7.1
2018,kyle juszczyk,SFO,6,3,50.0,19,0,8.7,2,1,50.0,8,0,6.9
2018,zach line,NOR,6,5,83.33,14,2,6.7,3,3,100.0,5,2,6.8
2018,tyler lockett,SEA,6,5,83.33,39,3,10.9,3,2,66.67,10,1,10.0
2018,joe mixon,CIN,6,4,66.67,30,1,10.0,4,2,50.0,8,0,14.3
2018,donte moncrief,JAX,6,2,33.33,7,1,12.5,4,1,25.0,4,1,16.7
2018,demarcus robinson,KAN,6,5,83.33,33,3,6.5,3,2,66.67,8,2,6.7
2018,jacquizz rodgers,TAM,6,5,83.33,28,0,7.5,0,0,,0,0,0.0
2018,scott simonson,NYG,6,3,50.0,17,1,7.8,4,1,25.0,3,1,11.8
2018,wendell smallwood,PHI,6,4,66.67,33,1,7.7,2,1,50.0,5,0,5.4
2018,nick vannett,SEA,6,5,83.33,40,3,10.9,4,3,75.0,15,3,13.3
2018,tyrell williams,LAC,6,5,83.33,28,2,9.1,3,3,100.0,13,1,7.9
2018,tj yeldon,JAX,6,3,50.0,21,3,12.5,4,2,50.0,7,2,16.7
2018,rex burkhead,NWE,5,2,40.0,24,1,6.2,0,0,,0,0,0.0
2018,keke coutee,HOU,5,4,80.0,10,1,7.4,2,2,100.0,0,1,5.1
2018,ed dickson,SEA,5,4,80.0,37,3,9.1,2,1,50.0,2,1,6.7
2018,austin ekeler,LAC,5,4,80.0,28,1,7.6,0,0,,0,0,0.0
2018,virgil green,LAC,5,3,60.0,22,1,7.6,2,1,50.0,-1,0,5.3
2018,tyler higbee,LAR,5,2,40.0,13,2,5.6,2,2,100.0,13,2,4.4
2018,allen hurns,DAL,5,2,40.0,20,1,7.5,2,1,50.0,3,1,6.7
2018,jesse james,PIT,5,3,60.0,29,1,6.0,2,1,50.0,8,1,5.6
2018,brandon lafell,OAK,5,3,60.0,21,2,9.4,2,2,100.0,11,2,5.4
2018,marshawn lynch,OAK,5,4,80.0,5,0,9.4,4,3,75.0,3,0,10.8
2018,greg olsen,CAR,5,4,80.0,30,4,7.9,3,2,66.67,2,2,9.4
2018,devante parker,MIA,5,2,40.0,24,1,12.8,2,1,50.0,6,0,11.1
2018,dante pettis,SFO,5,3,60.0,31,3,7.2,1,1,100.0,1,1,3.4
2018,jaylen samuels,PIT,5,4,80.0,25,3,6.0,3,3,100.0,19,3,8.3
2018,mohamed sanu,ATL,5,3,60.0,29,1,7.1,3,1,33.33,5,1,7.9
2018,jonnu smith,TEN,5,3,60.0,14,2,10.0,5,3,60.0,14,2,20.0
2018,taywan taylor,TEN,5,4,80.0,39,1,10.0,1,0,0.0,0,0,4.0
2018,cj uzomah,CIN,5,3,60.0,19,3,8.3,3,2,66.67,5,2,10.7
2018,chad williams,ARI,5,1,20.0,7,0,11.4,2,0,0.0,0,0,8.7
2018,jeff wilson,SFO,5,4,80.0,18,0,7.2,2,1,50.0,6,0,6.9
2018,jarius wright,CAR,5,3,60.0,10,1,7.9,2,1,50.0,5,1,6.3
2018,peyton barber,TAM,4,2,50.0,12,1,5.0,1,1,100.0,5,1,2.9
2018,alfred blue,HOU,4,2,50.0,8,0,5.9,2,1,50.0,5,0,5.1
2018,matt breida,SFO,4,4,100.0,37,2,5.8,1,1,100.0,5,1,3.4
2018,nick chubb,CLE,4,3,75.0,34,2,7.4,1,1,100.0,7,0,4.3
2018,randall cobb,GNB,4,1,25.0,3,0,7.0,0,0,,0,0,0.0
2018,alex collins,BAL,4,2,50.0,9,1,6.5,2,1,50.0,3,1,6.5
2018,jamison crowder,WAS,4,4,100.0,38,1,10.8,1,1,100.0,9,1,5.3
2018,bruce ellington,2TM,4,4,100.0,19,1,,2,2,100.0,2,1,
2018,rhett ellison,NYG,4,3,75.0,27,1,5.2,1,1,100.0,7,0,2.9
2018,robert foster,BUF,4,3,75.0,11,1,10.8,1,1,100.0,5,1,9.1
2018,bennie fowler,NYG,4,2,50.0,19,1,5.2,3,1,33.33,6,1,8.8
2018,will fuller,HOU,4,3,75.0,13,2,5.9,3,2,66.67,9,2,7.7
2018,ted ginn,NOR,4,1,25.0,4,1,4.4,1,1,100.0,4,1,2.3
2018,marquise goodwin,SFO,4,1,25.0,11,1,5.8,1,0,0.0,0,0,3.4
2018,ryan grant,IND,4,3,75.0,16,1,4.5,1,1,100.0,5,1,2.3
2018,demetrius harris,KAN,4,3,75.0,43,3,4.3,0,0,,0,0,0.0
2018,rashard higgins,CLE,4,4,100.0,55,3,7.4,0,0,,0,0,0.0
2018,jordan howard,CHI,4,2,50.0,5,0,5.8,2,1,50.0,4,0,5.4
2018,desean jackson,TAM,4,0,0.0,0,0,5.0,1,0,0.0,0,0,2.9
2018,christian kirk,ARI,4,3,75.0,24,1,9.1,2,1,50.0,9,1,8.7
2018,matt lacosse,DEN,4,1,25.0,10,1,6.8,4,1,25.0,10,1,11.8
2018,jordan matthews,PHI,4,2,50.0,10,1,5.1,2,1,50.0,4,1,5.4
2018,terrelle pryor,2TM,4,2,50.0,24,1,,2,1,50.0,7,1,
2018,andre roberts,NYJ,4,3,75.0,26,1,8.0,0,0,,0,0,0.0
2018,aldrick robinson,MIN,4,3,75.0,46,3,6.1,0,0,,0,0,0.0
2018,ricky seals-jones,ARI,4,0,0.0,0,0,9.1,3,0,0.0,0,0,13.0
2018,lee smith,OAK,4,4,100.0,7,3,7.5,4,4,100.0,7,3,10.8
2018,jeremy sprinkle,WAS,4,2,50.0,15,1,10.8,3,1,33.33,6,1,15.8
2018,kenny stills,MIA,4,4,100.0,35,4,10.3,3,3,100.0,22,3,16.7
2018,geoff swaim,DAL,4,3,75.0,5,1,6.0,2,1,50.0,1,1,6.7
2018,erik swoope,IND,4,4,100.0,39,3,4.5,1,1,100.0,2,1,2.3
2018,trent taylor,SFO,4,3,75.0,9,1,5.8,3,3,100.0,9,1,10.3
2018,chris thompson,WAS,4,3,75.0,24,1,10.8,1,0,0.0,0,0,5.3
2018,laquon treadwell,MIN,4,3,75.0,26,1,6.1,2,1,50.0,5,0,6.9
2018,jordan wilkins,IND,4,4,100.0,11,0,4.5,4,4,100.0,11,0,9.3
