season,player_name,team,rz_targets,rz_receptions,rz_catch_rate,rz_rec_yards,rz_rec_tds,rz_target_share,rz10_targets,rz10_receptions,rz10_catch_rate,rz10_rec_yards,rz10_rec_tds,rz10_target_share
2015,rashad greene,JAX,6,4,66.67,9,2,6.7,5,3,60.0,3,2,9.8
2015,jonathan grimes,HOU,6,5,83.33,34,1,8.6,3,2,66.67,7,0,10.3
2015,justin hardy,ATL,6,4,66.67,26,0,8.3,3,2,66.67,9,0,8.3
2015,michael hoomanawanui,NOR,6,4,66.67,31,3,8.6,2,1,50.0,1,1,6.7
2015,dontrelle inman,SDG,6,4,66.67,22,3,8.6,4,3,75.0,10,3,15.4
2015,fred jackson,SEA,6,5,83.33,27,2,11.5,2,2,100.0,10,2,8.3
2015,marcedes lewis,JAX,6,0,0.0,0,0,6.7,3,0,0.0,0,0,5.9
2015,zach miller,CHI,6,4,66.67,23,3,8.3,3,3,100.0,14,3,7.9
2015,jordan norwood,DEN,6,5,83.33,21,0,8.7,3,3,100.0,14,0,10.3
2015,mychal rivera,OAK,6,2,33.33,20,1,10.7,1,0,0.0,0,0,4.5
2015,jeremy ross,BAL,6,3,50.0,38,0,8.0,4,1,25.0,8,0,12.1
2015,torrey smith,SFO,6,1,16.67,16,1,9.2,1,0,0.0,0,0,3.8
2015,sammy watkins,BUF,6,3,50.0,10,1,15.4,4,2,50.0,6,1,21.1
2015,james white,NWE,6,5,83.33,29,2,7.2,4,4,100.0,17,2,10.0
2015,myles white,NYG,6,1,16.67,3,0,7.4,1,0,0.0,0,0,2.6
2015,albert wilson,KAN,6,2,33.33,7,0,10.3,0,0,,0,0,0.0
2015,ameer abdullah,DET,5,4,80.0,34,1,7.1,1,1,100.0,2,0,2.7
2015,cameron brate,TAM,5,3,60.0,26,1,6.9,3,1,33.33,8,1,7.1
2015,brent celek,PHI,5,5,100.0,36,3,9.6,2,2,100.0,12,2,8.7
2015,garrett celek,SFO,5,4,80.0,20,3,7.7,3,2,66.67,6,2,11.5
2015,shaun draughn,2TM,5,3,60.0,2,0,,3,2,66.67,2,0,
2015,donteea dye,TAM,5,2,40.0,11,1,6.9,4,2,50.0,11,1,9.5
2015,justin forsett,BAL,5,4,80.0,16,0,6.7,2,2,100.0,7,0,6.1
2015,taylor gabriel,CLE,5,2,40.0,17,0,5.8,2,0,0.0,0,0,5.0
2015,ronnie hillman,DEN,5,2,40.0,0,0,7.2,1,0,0.0,0,0,3.4
2015,chris hogan,BUF,5,4,80.0,20,1,12.8,2,1,50.0,2,1,10.5
2015,josh huff,PHI,5,2,40.0,11,1,9.6,3,1,33.33,2,1,13.0
2015,mark ingram,NOR,5,4,80.0,21,0,7.1,1,0,0.0,0,0,3.3
2015,chris ivory,NYJ,5,5,100.0,46,1,6.6,2,2,100.0,18,1,5.3
2015,marqise lee,JAX,5,3,60.0,24,1,5.6,2,1,50.0,2,1,3.9
2015,dion lewis,NWE,5,3,60.0,34,2,6.0,2,1,50.0,10,1,5.0
2015,doug martin,TAM,5,3,60.0,22,1,6.9,3,2,66.67,12,1,7.1
2015,lance moore,DET,5,4,80.0,23,2,7.1,2,1,50.0,4,1,5.4
2015,darren sproles,PHI,5,2,40.0,12,0,9.6,1,0,0.0,0,0,4.3
2015,kenny stills,MIA,5,1,20.0,10,1,7.4,2,1,50.0,10,1,4.7
2015,jacob tamme,ATL,5,2,40.0,17,1,6.9,2,1,50.0,7,1,5.6
2015,griff whalen,IND,5,4,80.0,36,1,6.9,0,0,,0,0,0.0
2015,deangelo williams,PIT,5,2,40.0,8,0,6.5,3,1,33.33,6,0,7.3
2015,marquess wilson,CHI,5,1,20.0,9,0,6.9,1,0,0.0,0,0,2.6
2015,kendall wright,TEN,5,3,60.0,31,2,9.1,4,2,50.0,12,1,12.9
2015,dwayne allen,IND,4,2,50.0,15,1,5.6,2,1,50.0,6,1,6.1
2015,blake bell,SFO,4,1,25.0,5,0,6.2,1,0,0.0,0,0,3.8
2015,josh bellamy,CHI,4,1,25.0,5,0,5.6,3,0,0.0,0,0,7.9
2015,le'veon bell,PIT,4,3,75.0,15,0,5.2,1,0,0.0,0,0,2.4
2015,brice butler,DAL,4,0,0.0,0,0,5.6,3,0,0.0,0,0,7.9
2015,derek carrier,WAS,4,4,100.0,24,1,5.1,2,2,100.0,12,1,4.9
2015,jamaal charles,KAN,4,4,100.0,1,1,6.9,4,4,100.0,1,1,21.1
2015,brandon coleman,NOR,4,2,50.0,18,1,5.7,2,0,0.0,0,0,6.7
2015,chris conley,KAN,4,3,75.0,20,1,6.9,2,1,50.0,6,1,10.5
2015,benny cunningham,STL,4,1,25.0,10,0,11.8,0,0,,0,0,0.0
2015,aaron dobson,NWE,4,2,50.0,12,0,4.8,2,0,0.0,0,0,5.0
2015,jack doyle,IND,4,3,75.0,9,1,5.6,2,1,50.0,3,1,6.1
2015,andre ellington,ARI,4,1,25.0,13,0,5.1,2,0,0.0,0,0,5.0
2015,malcom floyd,SDG,4,1,25.0,9,1,5.7,2,1,50.0,9,1,7.7
2015,arian foster,HOU,4,2,50.0,21,2,5.7,1,1,100.0,7,1,3.4
2015,frank gore,IND,4,2,50.0,14,1,5.6,3,2,66.67,14,1,9.1
2015,chris gragg,BUF,4,0,0.0,0,0,10.3,1,0,0.0,0,0,5.3
2015,garrett graham,HOU,4,1,25.0,7,1,5.7,2,1,50.0,7,1,6.9
2015,clay harbor,JAX,4,2,50.0,17,1,4.5,1,1,100.0,6,1,2.0
2015,jeremy hill,CIN,4,3,75.0,24,1,6.2,1,1,100.0,3,0,3.0
2015,andre holmes,OAK,4,2,50.0,8,2,7.1,2,2,100.0,8,2,9.1
2015,adam humphries,TAM,4,1,25.0,6,1,5.6,3,1,33.33,6,1,7.1
2015,desean jackson,WAS,4,1,25.0,2,0,5.1,1,1,100.0,2,0,2.4
2015,jeff janis,GNB,4,0,0.0,0,0,4.5,3,0,0.0,0,0,6.0
2015,john kuhn,GNB,4,3,75.0,16,0,4.5,1,1,100.0,1,0,2.0
2015,marc mariani,CHI,4,3,75.0,18,0,5.6,0,0,,0,0,0.0
2015,darren mcfadden,DAL,4,1,25.0,3,0,5.6,2,0,0.0,0,0,5.3
2015,bruce miller,SFO,4,2,50.0,9,0,6.2,3,1,33.33,7,0,11.5
2015,lamar miller,MIA,4,2,50.0,19,1,5.9,3,1,33.33,6,0,7.0
2015,ty montgomery,GNB,4,4,100.0,20,1,4.5,3,3,100.0,18,1,6.0
2015,hakeem nicks,NYG,4,2,50.0,11,0,4.9,1,1,100.0,7,0,2.6
2015,quinton patton,SFO,4,2,50.0,17,0,6.2,1,0,0.0,0,0,3.8
2015,marcel reece,OAK,4,4,100.0,29,3,7.1,3,3,100.0,18,2,13.6
2015,andre roberts,WAS,4,1,25.0,8,0,5.1,1,0,0.0,0,0,2.4
2015,bishop sankey,TEN,4,2,50.0,20,1,7.3,0,0,,0,0,0.0
2015,dion sims,MIA,4,3,75.0,10,1,5.9,4,3,75.0,10,1,9.3
2015,damien williams,MIA,4,4,100.0,21,1,5.9,2,2,100.0,17,1,4.7
2015,maxx williams,BAL,4,2,50.0,7,0,5.3,3,1,33.33,0,0,9.1
2015,tim wright,DET,4,2,50.0,17,2,5.7,3,2,66.67,17,2,8.1
2015,tj yeldon,JAX,4,3,75.0,16,1,4.5,1,1,100.0,4,1,2.0
2015,cj anderson,DEN,3,3,100.0,12,0,4.3,1,1,100.0,3,0,3.4
2015,miles austin,PHI,3,0,0.0,0,0,5.8,1,0,0.0,0,0,4.3
2015,giovani bernard,CIN,3,2,66.67,15,0,4.6,1,0,0.0,0,0,3.0
2015,ahmad bradshaw,IND,3,3,100.0,17,3,4.2,3,3,100.0,17,3,9.1
2015,kenny britt,STL,3,0,0.0,0,0,8.8,1,0,0.0,0,0,9.1
2015,daniel brown,BAL,3,0,0.0,0,0,4.0,1,0,0.0,0,0,3.0
2015,jeremy butler,BAL,3,1,33.33,2,0,4.0,0,0,,0,0,0.0
2015,charles clay,BUF,3,1,33.33,9,1,7.7,2,1,50.0,9,1,10.5
2015,kellen davis,NYJ,3,1,33.33,1,1,3.9,3,1,33.33,1,1,7.9
2015,mike davis,SFO,3,2,66.67,4,0,4.6,2,1,50.0,1,0,7.7
2015,rhett ellison,MIN,3,2,66.67,22,1,7.9,0,0,,0,0,0.0
2015,darren fells,ARI,3,3,100.0,49,3,3.8,0,0,,0,0,0.0
2015,cj fiedorowicz,HOU,3,2,66.67,6,1,4.3,3,2,66.67,6,1,10.3
2015,jake fisher,CIN,3,0,0.0,0,0,4.6,3,0,0.0,0,0,9.1
2015,bennie fowler,DEN,3,1,33.33,12,0,4.3,0,0,,0,0,0.0
2015,virgil green,DEN,3,1,33.33,1,1,4.3,2,1,50.0,1,1,6.9
2015,ryan griffin,HOU,3,2,66.67,18,2,4.3,2,2,100.0,18,2,6.9
2015,demetrius harris,KAN,3,2,66.67,16,1,5.2,0,0,,0,0,0.0
2015,percy harvin,BUF,3,2,66.67,9,0,7.7,0,0,,0,0,0.0
2015,javontee herndon,SDG,3,2,66.67,9,0,4.3,1,0,0.0,0,0,3.8
2015,austin johnson,NOR,3,2,66.67,5,0,4.3,2,1,50.0,3,0,6.7
2015,cody latimer,DEN,3,2,66.67,25,1,4.3,2,1,50.0,10,1,6.9
2015,marshawn lynch,SEA,3,2,66.67,4,0,5.8,1,0,0.0,0,0,4.2
2015,keshawn martin,NWE,3,2,66.67,15,2,3.6,1,1,100.0,2,1,2.5
2015,chris matthews,2TM,3,1,33.33,8,1,,2,1,50.0,8,1,
2015,lesean mccoy,BUF,3,2,66.67,20,2,7.7,3,2,66.67,20,2,15.8
2015,marlon moore,CLE,3,1,33.33,10,1,3.5,2,1,50.0,10,1,5.0
2015,demarco murray,PHI,3,2,66.67,9,1,5.8,3,2,66.67,9,1,13.0
2015,preston parker,NYG,3,2,66.67,12,0,3.7,0,0,,0,0,0.0
2015,terrelle pryor,CLE,3,0,0.0,0,0,3.5,0,0,,0,0,0.0
2015,khiry robinson,NOR,3,3,100.0,5,0,4.3,1,1,100.0,3,0,3.3
2015,devin smith,NYJ,3,2,66.67,23,1,3.9,0,0,,0,0,0.0
2015,craig stevens,TEN,3,2,66.67,11,1,5.5,2,1,50.0,10,1,6.5
2015,jaelen strong,HOU,3,3,100.0,21,2,4.3,2,2,100.0,10,1,6.9
2015,nick williams,ATL,3,3,100.0,12,2,4.2,2,2,100.0,6,2,5.6
2015,jared abbrederis,GNB,2,1,50.0,5,0,2.2,1,0,0.0,0,0,2.0
2015,legarrette blount,NWE,2,2,100.0,12,1,2.4,0,0,,0,0,0.0
2015,dwayne bowe,CLE,2,1,50.0,4,0,2.3,1,0,0.0,0,0,2.5
2015,reggie bush,SFO,2,0,0.0,0,0,3.1,1,0,0.0,0,0,3.8
2015,michael campanaro,BAL,2,2,100.0,7,0,2.7,1,1,100.0,0,0,3.0
2015,chase coffman,2TM,2,2,100.0,10,1,,1,1,100.0,8,1,
2015,tevin coleman,ATL,2,0,0.0,0,0,2.8,1,0,0.0,0,0,2.8
2015,patrick dimarco,ATL,2,2,100.0,16,2,2.8,1,1,100.0,1,1,2.8
2015,toby gerhart,JAX,2,1,50.0,8,0,2.2,0,0,,0,0,0.0
2015,chris givens,BAL,2,1,50.0,14,1,2.7,0,0,,0,0,0.0
2015,melvin gordon,SDG,2,2,100.0,9,0,2.9,0,0,,0,0,0.0
2015,todd gurley,STL,2,2,100.0,6,0,5.9,1,1,100.0,-2,0,9.1
2015,cooper helfet,SEA,2,0,0.0,0,0,3.8,2,0,0.0,0,0,8.3
2015,roy helu,OAK,2,2,100.0,16,1,3.6,1,1,100.0,4,1,4.5
2015,ryan hewitt,CIN,2,0,0.0,0,0,3.1,1,0,0.0,0,0,3.0
2015,darrius heyward-bey,PIT,2,1,50.0,9,1,2.6,1,1,100.0,9,1,2.4
2015,darius jennings,CLE,2,1,50.0,8,0,2.3,0,0,,0,0,0.0
2015,greg jennings,MIA,2,1,50.0,5,1,2.9,2,1,50.0,5,1,4.7
2015,chris johnson,ARI,2,1,50.0,6,0,2.6,1,0,0.0,0,0,2.5
2015,matt jones,WAS,2,1,50.0,6,0,2.5,1,1,100.0,6,0,2.4
2015,lance kendricks,STL,2,0,0.0,0,0,5.9,2,0,0.0,0,0,18.2
2015,jeremy kerley,NYJ,2,2,100.0,12,2,2.6,2,2,100.0,12,2,5.3
2015,eddie lacy,GNB,2,1,50.0,5,0,2.2,1,1,100.0,5,0,2.0
2015,zach line,MIN,2,2,100.0,11,1,5.3,1,1,100.0,4,1,6.7
2015,ricardo lockette,SEA,2,0,0.0,0,0,3.8,1,0,0.0,0,0,4.2
2015,tyler lockett,SEA,2,2,100.0,19,2,3.8,1,1,100.0,8,1,4.2
2015,dexter mccluster,TEN,2,1,50.0,3,1,3.6,1,1,100.0,3,1,3.2
2015,jerick mckinnon,MIN,2,2,100.0,26,1,5.3,0,0,,0,0,0.0
2015,cameron meredith,CHI,2,0,0.0,0,0,2.8,1,0,0.0,0,0,2.6
2015,alfred morris,WAS,2,2,100.0,12,0,2.5,0,0,,0,0,0.0
2015,troy niklas,ARI,2,2,100.0,12,2,2.6,1,1,100.0,1,1,2.5
2015,justin perillo,GNB,2,1,50.0,11,1,2.2,1,0,0.0,0,0,2.0
2015,adrian peterson,MIN,2,1,50.0,9,0,5.3,0,0,,0,0,0.0
2015,john phillips,SDG,2,2,100.0,8,1,2.9,1,1,100.0,1,1,3.8
2015,chris polk,HOU,2,1,50.0,11,1,2.9,1,0,0.0,0,0,3.4
2015,mycole pruitt,MIN,2,2,100.0,9,0,5.3,0,0,,0,0,0.0
2015,brian quick,STL,2,0,0.0,0,0,5.9,0,0,,0,0,0.0
2015,russell shepard,TAM,2,1,50.0,4,1,2.8,2,1,50.0,4,1,4.8
2015,jonathan stewart,CAR,2,2,100.0,14,1,2.9,0,0,,0,0,0.0
2015,luke stocker,TAM,2,2,100.0,7,1,2.8,1,1,100.0,3,1,2.4
2015,jake stoneburner,MIA,2,2,100.0,13,2,2.9,2,2,100.0,13,2,4.7
2015,lorenzo taliaferro,BAL,2,2,100.0,10,0,2.7,0,0,,0,0,0.0
2015,terron ward,ATL,2,1,50.0,8,0,2.8,1,1,100.0,8,0,2.8
2015,wes welker,STL,2,1,50.0,6,0,5.9,0,0,,0,0,0.0
2015,karlos williams,BUF,2,2,100.0,3,0,5.1,2,2,100.0,3,0,10.5
2015,luke willson,SEA,2,0,0.0,0,0,3.8,2,0,0.0,0,0,8.3
2015,jarius wright,MIN,2,0,0.0,0,0,5.3,0,0,,0,0,0.0
2015,jay ajayi,MIA,1,1,100.0,11,0,1.5,0,0,,0,0,0.0
2015,matt asiata,MIN,1,1,100.0,0,0,2.6,1,1,100.0,0,0,6.7
2015,stedman bailey,STL,1,1,100.0,18,1,2.9,0,0,,0,0,0.0
2015,alfred blue,HOU,1,1,100.0,4,0,1.4,0,0,,0,0,0.0
2015,tommy bohanon,NYJ,1,1,100.0,2,0,1.3,0,0,,0,0,0.0
2015,brandon bolden,NWE,1,1,100.0,18,1,1.2,0,0,,0,0,0.0
2015,donald brown,SDG,1,0,0.0,0,0,1.4,1,0,0.0,0,0,3.8
2015,marlon brown,BAL,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2015,rex burkhead,CIN,1,1,100.0,5,1,1.5,1,1,100.0,5,1,3.0
2015,michael burton,DET,1,1,100.0,4,1,1.4,1,1,100.0,4,1,2.7
2015,travaris cadet,NOR,1,1,100.0,9,0,1.4,0,0,,0,0,0.0
2015,ka'deem carey,CHI,1,1,100.0,1,1,1.4,1,1,100.0,1,1,2.6
2015,riley cooper,PHI,1,0,0.0,0,0,1.9,0,0,,0,0,0.0
2015,isaiah crowell,CLE,1,1,100.0,0,0,1.2,1,1,100.0,0,0,2.5
2015,jeff cumberland,NYJ,1,0,0.0,0,0,1.3,1,0,0.0,0,0,2.6
2015,jerome cunningham,NYG,1,1,100.0,6,0,1.2,1,1,100.0,6,0,2.6
2015,anthony dixon,BUF,1,0,0.0,0,0,2.6,0,0,,0,0,0.0
2015,phillip dorsett,IND,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2015,lance dunbar,DAL,1,1,100.0,7,0,1.4,1,1,100.0,7,0,2.6
2015,marcus easley,BUF,1,0,0.0,0,0,2.6,1,0,0.0,0,0,5.3
2015,quincy enunwa,NYJ,1,1,100.0,7,0,1.3,0,0,,0,0,0.0
2015,jalston fowler,TEN,1,1,100.0,1,1,1.8,1,1,100.0,1,1,3.2
2015,kendall gaskins,SFO,1,1,100.0,16,0,1.5,0,0,,0,0,0.0
2015,mike gillislee,BUF,1,1,100.0,14,0,2.6,0,0,,0,0,0.0
2015,corey grant,JAX,1,0,0.0,0,0,1.1,0,0,,0,0,0.0
2015,james hanna,DAL,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2015,dujuan harris,SFO,1,1,100.0,3,0,1.5,0,0,,0,0,0.0
2015,matt hazel,MIA,1,0,0.0,0,0,1.5,1,0,0.0,0,0,2.3
2015,dan herron,BUF,1,1,100.0,3,0,2.6,0,0,,0,0,0.0
2015,rob housler,CLE,1,0,0.0,0,0,1.2,0,0,,0,0,0.0
2015,justin hunter,TEN,1,1,100.0,8,1,1.8,1,1,100.0,8,1,3.2
2015,carlos hyde,SFO,1,1,100.0,8,0,1.5,0,0,,0,0,0.0
2015,jesse james,PIT,1,1,100.0,4,1,1.3,1,1,100.0,4,1,2.4
2015,rashad jennings,NYG,1,1,100.0,5,0,1.2,1,1,100.0,5,0,2.6
2015,charles johnson,MIN,1,0,0.0,0,0,2.6,0,0,,0,0,0.0
2015,malcolm johnson,CLE,1,1,100.0,0,0,1.2,0,0,,0,0,0.0
2015,taiwan jones,OAK,1,1,100.0,1,0,1.8,0,0,,0,0,0.0
2015,bradley marquez,STL,1,1,100.0,5,0,2.9,1,1,100.0,5,0,9.1
2015,ryan mathews,PHI,1,1,100.0,5,0,1.9,0,0,,0,0,0.0
2015,rishard matthews,MIA,1,1,100.0,3,1,1.5,1,1,100.0,3,1,2.3
2015,tre mcbride,TEN,1,1,100.0,1,1,1.8,1,1,100.0,1,1,3.2
2015,keith mumphery,HOU,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2015,louis murphy,TAM,1,0,0.0,0,0,1.4,1,0,0.0,0,0,2.4
2015,brandon myers,TAM,1,1,100.0,9,0,1.4,0,0,,0,0,0.0
2015,jamize olawale,OAK,1,0,0.0,0,0,1.8,1,0,0.0,0,0,4.5
2015,nick o'leary,BUF,1,0,0.0,0,0,2.6,0,0,,0,0,0.0
2015,chris owusu,NYJ,1,0,0.0,0,0,1.3,1,0,0.0,0,0,2.6
2015,brian parker,KAN,1,0,0.0,0,0,1.7,0,0,,0,0,0.0
2015,brandon pettigrew,DET,1,1,100.0,2,1,1.4,1,1,100.0,2,1,2.7
2015,bobby rainey,TAM,1,1,100.0,4,0,1.4,1,1,100.0,4,0,2.4
2015,joe reitz,IND,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2015,stevan ridley,NYJ,1,1,100.0,2,0,1.3,0,0,,0,0,0.0
2015,mitchell schwartz,CLE,1,0,0.0,0,0,1.2,1,0,0.0,0,0,2.5
2015,anthony sherman,KAN,1,0,0.0,0,0,1.7,0,0,,0,0,0.0
2015,jerome simpson,SFO,1,1,100.0,6,1,1.5,1,1,100.0,6,1,3.8
2015,alex smith,WAS,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2015,lee smith,OAK,1,1,100.0,5,1,1.8,1,1,100.0,5,1,4.5
2015,matt spaeth,PIT,1,1,100.0,6,0,1.3,0,0,,0,0,0.0
2015,cj spiller,NOR,1,1,100.0,9,1,1.4,1,1,100.0,9,1,3.3
2015,zac stacy,NYJ,1,1,100.0,12,0,1.3,0,0,,0,0,0.0
2015,devin street,DAL,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2015,rod streater,OAK,1,1,100.0,8,0,1.8,0,0,,0,0,0.0
2015,phillip supernaw,TEN,1,0,0.0,0,0,1.8,0,0,,0,0,0.0
2015,stepfan taylor,ARI,1,1,100.0,4,0,1.3,1,1,100.0,4,0,2.5
2015,tyrod taylor,BUF,1,1,100.0,4,0,2.6,1,1,100.0,4,0,5.3
2015,kenbrell thompkins,NYJ,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2015,zurlon tipton,IND,1,1,100.0,7,0,1.4,1,1,100.0,7,0,3.0
2015,will tukuafu,SEA,1,1,100.0,7,1,1.9,1,1,100.0,7,1,4.2
2015,darren waller,BAL,1,0,0.0,0,0,1.3,0,0,,0,0,0.0
2015,jj watt,HOU,1,0,0.0,0,0,1.4,1,0,0.0,0,0,3.4
2015,lucky whitehead,DAL,1,0,0.0,0,0,1.4,1,0,0.0,0,0,2.6
2015,darrel young,WAS,1,1,100.0,2,0,1.3,1,1,100.0,2,0,2.4
2016,jordy nelson,GNB,29,19,65.52,127,11,28.4,15,11,73.33,45,9,30.6
2016,kyle rudolph,MIN,24,14,58.33,99,5,32.4,12,6,50.0,24,4,37.5
2016,anquan boldin,DET,22,14,63.64,107,6,26.2,11,7,63.64,20,4,29.7
2016,odell beckham,NYG,21,9,42.86,54,5,35.0,10,5,50.0,27,5,38.5
2016,michael crabtree,OAK,21,12,57.14,96,6,23.3,8,4,50.0,12,4,17.8
2016,brandon marshall,NYJ,21,7,33.33,43,3,30.0,8,3,37.5,-1,1,27.6
2016,davante adams,GNB,20,12,60.0,60,7,19.6,10,7,70.0,24,5,20.4
2016,larry fitzgerald,ARI,20,13,65.0,95,4,25.6,12,5,41.67,18,4,30.8
2016,seth roberts,OAK,20,8,40.0,53,4,22.2,9,5,55.56,25,3,20.0
2016,allen robinson,JAX,19,9,47.37,52,6,28.4,11,5,45.45,15,4,42.3
2016,michael thomas,NOR,19,13,68.42,95,7,18.4,11,7,63.64,34,6,18.3
2016,antonio gates,SDG,18,8,44.44,57,7,20.7,7,5,71.43,16,5,20.0
2016,emmanuel sanders,DEN,18,8,44.44,46,3,28.6,11,6,54.55,30,3,30.6
2016,demaryius thomas,DEN,18,12,66.67,86,4,28.6,11,5,45.45,18,3,30.6
2016,mike evans,TAM,17,8,47.06,65,7,25.4,9,6,66.67,32,6,33.3
2016,devonta freeman,ATL,17,12,70.59,74,2,18.3,7,4,57.14,14,1,14.0
2016,jimmy graham,SEA,17,6,35.29,78,4,24.3,3,1,33.33,1,1,9.7
2016,brandon lafell,CIN,17,7,41.18,39,4,27.0,10,6,60.0,30,4,33.3
2016,golden tate,DET,17,9,52.94,42,1,20.2,5,3,60.0,14,1,13.5
2016,cameron brate,TAM,16,10,62.5,66,8,23.9,9,7,77.78,34,6,33.3
2016,jamison crowder,WAS,16,9,56.25,65,3,21.6,7,2,28.57,10,1,18.9
2016,coby fleener,NOR,16,9,56.25,57,1,15.5,7,4,57.14,16,1,11.7
2016,hunter henry,SDG,16,10,62.5,90,7,18.4,8,6,75.0,36,5,22.9
2016,travis kelce,KAN,16,8,50.0,56,3,20.8,7,3,42.86,6,1,21.2
2016,demarco murray,TEN,16,12,75.0,58,3,24.2,7,5,71.43,16,3,23.3
2016,greg olsen,CAR,16,9,56.25,69,2,24.2,5,2,40.0,7,1,23.8
2016,delanie walker,TEN,16,8,50.0,64,5,24.2,7,4,57.14,29,4,23.3
2016,tyrell williams,SDG,16,9,56.25,45,2,18.4,10,6,60.0,18,2,28.6
2016,jason witten,DAL,16,10,62.5,84,2,30.2,4,2,50.0,15,2,13.3
2016,doug baldwin,SEA,15,11,73.33,83,6,21.4,7,4,57.14,10,3,22.6
2016,kelvin benjamin,CAR,15,8,53.33,84,5,22.7,6,4,66.67,30,4,28.6
2016,antonio brown,PIT,15,9,60.0,64,4,23.4,7,3,42.86,13,3,24.1
2016,julian edelman,NWE,15,6,40.0,37,2,20.8,9,2,22.22,4,1,23.7
2016,quincy enunwa,NYJ,15,6,40.0,22,1,21.4,10,4,40.0,15,1,34.5
2016,marvin jones,DET,15,6,40.0,41,2,17.9,8,3,37.5,9,2,21.6
2016,rishard matthews,TEN,15,12,80.0,89,7,22.7,7,6,85.71,23,5,23.3
2016,nelson agholor,PHI,14,5,35.71,34,0,16.3,3,1,33.33,4,0,12.0
2016,zach ertz,PHI,14,6,42.86,39,3,16.3,6,2,33.33,10,2,24.0
2016,jermaine kearse,SEA,14,1,7.14,2,1,20.0,10,1,10.0,2,1,32.3
2016,theo riddick,DET,14,11,78.57,57,5,16.7,6,4,66.67,8,3,16.2
2016,charles clay,BUF,13,7,53.85,70,3,26.5,4,1,25.0,7,1,20.0
2016,randall cobb,GNB,13,9,69.23,47,4,12.7,7,6,85.71,26,4,14.3
2016,chris conley,KAN,13,3,23.08,25,0,16.9,4,1,25.0,5,0,12.1
2016,amari cooper,OAK,13,5,38.46,42,0,14.4,7,0,0.0,0,0,15.6
2016,michael floyd,2TM,13,7,53.85,56,5,,7,4,57.14,21,4,
2016,devin funchess,CAR,13,3,23.08,39,3,19.7,3,1,33.33,6,1,14.3
2016,pierre garcon,WAS,13,5,38.46,50,1,17.6,7,2,28.57,9,0,18.9
2016,tyreek hill,KAN,13,10,76.92,52,3,16.9,7,4,57.14,24,3,21.2
2016,ty hilton,IND,13,8,61.54,38,2,19.1,8,6,75.0,28,2,20.0
2016,david johnson,ARI,13,8,61.54,52,3,16.7,5,3,60.0,10,3,12.8
2016,dennis pitta,BAL,13,7,53.85,42,2,18.1,5,2,40.0,14,1,17.9
2016,terrelle pryor,CLE,13,9,69.23,58,4,23.6,4,3,75.0,21,3,20.0
2016,mohamed sanu,ATL,13,9,69.23,68,4,14.0,9,5,55.56,29,3,18.0
2016,darren sproles,PHI,13,6,46.15,33,1,15.1,2,1,50.0,4,1,8.0
2016,dez bryant,DAL,12,6,50.0,74,5,22.6,7,2,28.57,12,2,23.3
2016,stefon diggs,MIN,12,11,91.67,54,1,16.2,3,2,66.67,4,1,9.4
2016,jack doyle,IND,12,9,75.0,57,4,17.6,6,4,66.67,17,3,15.0
2016,cj fiedorowicz,HOU,12,6,50.0,40,3,17.9,7,4,57.14,22,2,20.0
2016,dorial green-beckham,PHI,12,6,50.0,40,2,14.0,2,2,100.0,10,2,8.0
2016,allen hurns,JAX,12,5,41.67,29,2,17.9,3,2,66.67,10,1,11.5
2016,jesse james,PIT,12,7,58.33,46,3,18.8,8,5,62.5,27,3,27.6
2016,alshon jeffery,CHI,12,4,33.33,35,2,16.7,5,1,20.0,8,1,14.7
2016,jordan matthews,PHI,12,5,41.67,55,3,14.0,4,1,25.0,5,1,16.0
2016,cameron meredith,CHI,12,6,50.0,60,1,16.7,4,0,0.0,0,0,11.8
2016,malcolm mitchell,NWE,12,9,75.0,43,3,16.7,4,4,100.0,19,3,10.5
2016,jordan reed,WAS,12,8,66.67,59,5,16.2,8,5,62.5,31,5,21.6
2016,sterling shepard,NYG,12,9,75.0,78,6,20.0,6,5,83.33,23,4,23.1
2016,steve smith,BAL,12,7,58.33,55,3,16.7,3,1,33.33,5,1,10.7
2016,willie snead,NOR,12,8,66.67,51,4,11.7,8,5,62.5,20,3,13.3
2016,kenny britt,LAR,11,6,54.55,37,4,21.6,9,5,55.56,32,4,39.1
2016,tevin coleman,ATL,11,8,72.73,29,2,11.8,4,4,100.0,16,2,8.0
2016,brandin cooks,NOR,11,10,90.91,57,3,10.7,6,5,83.33,26,2,10.0
2016,andrew hawkins,CLE,11,5,45.45,4,3,20.0,5,3,60.0,-8,2,25.0
2016,desean jackson,WAS,11,4,36.36,28,1,14.9,5,0,0.0,0,0,13.5
2016,bilal powell,NYJ,11,9,81.82,38,1,15.7,3,2,66.67,2,1,10.3
2016,jacob tamme,ATL,11,7,63.64,53,3,11.8,6,4,66.67,7,1,12.0
