season,team_x,player_name,gsis_id,snaps,team_snaps,games_played,receptions,rec_yards,rec_tds,targets,air_yards,target_share,touch_perc,yards_after_catch,stand_fp,ppr_fp,half_ppr_fp,adot,team_y,rz_targets,rz_receptions,rz_catch_rate,rz_rec_yards,rz_rec_tds,rz_target_share,rz10_targets,rz10_receptions,rz10_catch_rate,rz10_rec_yards,rz10_rec_tds,rz10_target_share
2014,NE,danny amendola,00-0026035,456,1131.0,16.0,27.0,200.0,1.0,42.0,414.0,9.21,9.21,154.0,26.0,53.0,39.5,9.857142857142858,NWE,3.0,2.0,66.67,23.0,1.0,4.1,1.0,0.0,0.0,0.0,0.0,2.4
2014,TB,louis murphy,00-0027089,456,705.0,11.0,31.0,380.0,2.0,56.0,642.0,12.28,12.28,127.0,50.0,81.0,65.5,11.464285714285714,TAM,6.0,3.0,50.0,14.0,1.0,12.5,4.0,2.0,50.0,7.0,1.0,17.4
2014,DAL,cole beasley,00-0029000,433,1059.0,16.0,37.0,420.0,4.0,49.0,369.0,11.32,11.32,310.0,66.0,103.0,84.5,7.530612244897959,DAL,6.0,5.0,83.33,51.0,1.0,10.9,1.0,1.0,100.0,5.0,0.0,3.8
2014,CHI,josh morgan,00-0026314,422,922.0,14.0,10.0,70.0,1.0,19.0,135.0,4.5,4.98,50.0,13.0,23.0,18.0,7.105263157894737,CHI,3.0,2.0,66.67,12.0,1.0,3.8,3.0,2.0,66.67,12.0,1.0,6.4
2014,IND,donte moncrief,00-0031339,411,1155.0,16.0,32.0,444.0,3.0,49.0,813.0,11.92,12.9,217.0,62.400000000000006,94.4,78.4,16.591836734693878,IND,3.0,2.0,66.67,6.0,0.0,3.4,1.0,0.0,0.0,0.0,0.0,2.0
2014,DET,corey fuller,00-0030095,410,1093.0,16.0,14.0,212.0,1.0,31.0,541.0,7.56,7.56,55.0,27.200000000000003,41.2,34.2,17.451612903225808,DET,3.0,1.0,33.33,5.0,1.0,4.0,2.0,1.0,50.0,5.0,1.0,5.4
2014,LAR,stedman bailey,00-0030532,404,876.0,14.0,30.0,435.0,1.0,46.0,526.0,11.39,11.63,182.0,49.5,79.5,64.5,11.434782608695652,STL,4.0,3.0,75.0,19.0,1.0,8.5,4.0,3.0,75.0,19.0,1.0,13.8
2014,NE,kenbrell thompkins,00-0030000,394,954.0,14.0,21.0,262.0,0.0,48.0,558.0,12.18,12.69,95.0,26.200000000000003,47.2,36.7,11.625,2TM,2.0,1.0,50.0,3.0,0.0,,1.0,1.0,100.0,3.0,0.0,
2014,ATL,devin hester,00-0024272,388,1081.0,16.0,38.0,504.0,2.0,59.0,478.0,15.21,16.75,257.0,62.400000000000006,100.4,81.4,8.101694915254237,ATL,7.0,3.0,42.86,31.0,1.0,11.7,3.0,0.0,0.0,0.0,0.0,8.3
2014,CLE,travis benjamin,00-0029269,383,1051.0,16.0,18.0,314.0,3.0,46.0,857.0,12.01,12.79,43.0,49.400000000000006,67.4,58.400000000000006,18.630434782608695,CLE,5.0,3.0,60.0,32.0,3.0,11.9,2.0,2.0,100.0,15.0,2.0,10.0
2014,BAL,marlon brown,00-0030400,375,942.0,14.0,24.0,255.0,0.0,31.0,388.0,8.27,8.27,112.0,25.5,49.5,37.5,12.516129032258064,,,,,,,,,,,,,
2014,CHI,marquess wilson,00-0030047,373,452.0,7.0,17.0,140.0,1.0,32.0,330.0,8.58,8.58,51.0,20.0,37.0,28.5,10.3125,CHI,3.0,1.0,33.33,1.0,1.0,3.8,2.0,1.0,50.0,1.0,1.0,4.3
2014,NYG,victor cruz,00-0027265,372,416.0,6.0,23.0,337.0,1.0,41.0,442.0,11.02,11.02,174.0,39.7,62.7,51.2,10.78048780487805,NYG,4.0,2.0,50.0,10.0,0.0,4.1,2.0,1.0,50.0,3.0,0.0,3.8
2014,LAR,brian quick,00-0029640,343,457.0,7.0,25.0,375.0,3.0,39.0,625.0,11.37,11.37,72.0,55.5,80.5,68.0,16.025641025641026,STL,3.0,3.0,100.0,18.0,2.0,6.4,2.0,2.0,100.0,13.0,2.0,6.9
2014,SF,brandon lloyd,00-0022097,335,931.0,14.0,14.0,294.0,1.0,35.0,677.0,10.45,10.45,74.0,35.400000000000006,49.400000000000006,42.400000000000006,19.34285714285714,SFO,1.0,1.0,100.0,5.0,0.0,2.3,0.0,0.0,,0.0,0.0,0.0
2014,TEN,derek hagan,00-0024297,311,966.0,16.0,19.0,254.0,1.0,34.0,421.0,10.93,10.93,28.0,31.400000000000002,50.400000000000006,40.900000000000006,12.382352941176471,TEN,1.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,,0.0,0.0,0.0
2014,CAR,corey brown,00-0031118,307,905.0,13.0,21.0,296.0,2.0,36.0,649.0,11.73,14.33,65.0,41.6,62.6,52.1,18.02777777777778,CAR,2.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,,0.0,0.0,0.0
2014,NYJ,david nelson,00-0027322,298,423.0,6.0,8.0,65.0,0.0,16.0,187.0,5.37,5.37,3.0,6.5,14.5,10.5,11.6875,NYJ,3.0,0.0,0.0,0.0,0.0,4.5,2.0,0.0,0.0,0.0,0.0,7.4
2014,PIT,martavis bryant,00-0031373,295,690.0,10.0,26.0,549.0,8.0,48.0,985.0,16.27,17.29,200.0,102.9,128.9,115.9,20.520833333333332,PIT,7.0,4.0,57.14,44.0,4.0,7.8,4.0,2.0,50.0,7.0,2.0,8.0
2014,SF,steve johnson,00-0026364,292,865.0,13.0,35.0,435.0,3.0,50.0,490.0,17.12,17.12,185.0,61.5,96.5,79.0,9.8,SFO,4.0,3.0,75.0,25.0,3.0,9.3,2.0,2.0,100.0,13.0,2.0,9.5
2014,OAK,brice butler,00-0030516,276,978.0,15.0,21.0,280.0,2.0,35.0,429.0,12.68,12.68,83.0,40.0,61.0,50.5,12.257142857142858,OAK,4.0,1.0,25.0,5.0,1.0,9.3,3.0,1.0,33.33,5.0,1.0,11.5
2014,BAL,kamar aiken,00-0028497,273,1076.0,16.0,24.0,267.0,3.0,32.0,402.0,12.09,12.09,75.0,44.7,68.7,56.7,12.5625,BAL,6.0,5.0,83.33,47.0,3.0,9.0,3.0,2.0,66.67,9.0,1.0,9.4
2014,ARI,jaron brown,00-0030300,271,1059.0,16.0,22.0,229.0,2.0,32.0,330.0,11.81,11.81,61.0,34.900000000000006,56.900000000000006,45.900000000000006,10.3125,ARI,6.0,5.0,83.33,37.0,1.0,10.3,2.0,1.0,50.0,1.0,0.0,9.5
2014,PIT,lance moore,00-0023310,264,983.0,14.0,14.0,198.0,2.0,26.0,324.0,9.85,9.85,40.0,31.8,45.8,38.8,12.461538461538462,PIT,6.0,2.0,33.33,10.0,1.0,6.7,4.0,1.0,25.0,3.0,1.0,8.0
2014,PIT,justin brown,00-0030466,260,560.0,8.0,12.0,94.0,0.0,21.0,181.0,8.08,8.08,22.0,9.4,21.4,15.4,8.619047619047619,PIT,6.0,3.0,50.0,18.0,0.0,6.7,4.0,2.0,50.0,11.0,0.0,8.0
2014,KC,junior hemingway,00-0029311,255,897.0,14.0,12.0,108.0,0.0,22.0,131.0,8.24,8.24,68.0,10.8,22.8,16.8,5.954545454545454,KAN,1.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,,0.0,0.0,0.0
2014,NO,robert meachem,00-0025414,250,789.0,11.0,7.0,114.0,0.0,20.0,384.0,8.4,8.4,21.0,11.4,18.4,14.9,19.2,NOR,2.0,1.0,50.0,10.0,0.0,2.5,0.0,0.0,,0.0,0.0,0.0
2014,CHI,santonio holmes,00-0024240,249,606.0,9.0,8.0,67.0,0.0,14.0,143.0,5.62,5.62,25.0,6.7,14.7,10.7,10.214285714285714,CHI,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,,0.0,0.0,0.0
2014,KC,aj jenkins,00-0029654,247,590.0,9.0,9.0,93.0,0.0,15.0,131.0,6.07,6.88,43.0,9.3,18.3,13.8,8.733333333333333,KAN,2.0,2.0,100.0,10.0,0.0,3.2,0.0,0.0,,0.0,0.0,0.0
2014,KC,frankie hammond,00-0030154,246,1007.0,16.0,4.0,45.0,0.0,11.0,91.0,4.47,4.47,15.0,4.5,8.5,6.5,8.272727272727273,KAN,2.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,,0.0,0.0,0.0
2014,NO,nick toon,00-0029667,239,483.0,8.0,17.0,215.0,1.0,23.0,311.0,9.62,10.04,42.0,27.5,44.5,36.0,13.521739130434783,NOR,3.0,3.0,100.0,27.0,1.0,3.8,0.0,0.0,,0.0,0.0,0.0
2014,HOU,keshawn martin,00-0029415,233,1109.0,16.0,6.0,78.0,0.0,12.0,81.0,5.15,5.15,57.0,7.800000000000001,13.8,10.8,6.75,HOU,1.0,1.0,100.0,12.0,0.0,1.5,0.0,0.0,,0.0,0.0,0.0
2014,CLE,josh gordon,00-0029664,233,298.0,5.0,24.0,303.0,0.0,47.0,539.0,20.17,20.17,161.0,30.3,54.3,42.3,11.46808510638298,CLE,3.0,0.0,0.0,0.0,0.0,7.1,1.0,0.0,0.0,0.0,0.0,5.0
2014,KC,donnie avery,00-0026173,232,392.0,6.0,15.0,176.0,0.0,26.0,336.0,11.21,11.21,37.0,17.6,32.6,25.1,12.923076923076923,KAN,4.0,2.0,50.0,8.0,0.0,6.3,2.0,1.0,50.0,3.0,0.0,8.3
2014,OAK,denarius moore,00-0028086,229,613.0,10.0,12.0,115.0,0.0,27.0,250.0,11.79,12.23,40.0,11.5,23.5,17.5,9.25925925925926,OAK,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.8
2014,GB,jarrett boykin,00-0029051,225,864.0,13.0,3.0,23.0,0.0,12.0,133.0,5.33,5.33,27.0,2.3000000000000003,5.300000000000001,3.8000000000000003,11.083333333333334,GNB,2.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0.0,1.7
2014,NYJ,greg salas,00-0028050,220,649.0,10.0,8.0,167.0,0.0,23.0,392.0,10.45,10.91,114.0,16.7,24.7,20.7,17.043478260869566,NYJ,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,,0.0,0.0,0.0
2014,KC,albert wilson,00-0030669,216,732.0,12.0,16.0,260.0,0.0,28.0,264.0,12.96,12.96,119.0,26.0,42.0,34.0,9.428571428571429,KAN,2.0,0.0,0.0,0.0,0.0,3.2,2.0,0.0,0.0,0.0,0.0,8.3
2014,PHI,josh huff,00-0030990,210,888.0,12.0,8.0,98.0,0.0,18.0,182.0,8.57,9.05,77.0,9.8,17.8,13.8,10.11111111111111,PHI,1.0,1.0,100.0,12.0,0.0,1.3,0.0,0.0,,0.0,0.0,0.0
2014,MIA,rishard matthews,00-0029580,210,940.0,14.0,12.0,135.0,2.0,22.0,260.0,10.48,10.95,42.0,25.5,37.5,31.5,11.818181818181818,MIA,3.0,1.0,33.33,3.0,1.0,3.4,2.0,1.0,50.0,3.0,1.0,4.3
2014,CIN,dane sanzenbacher,00-0028352,195,650.0,10.0,9.0,105.0,0.0,15.0,123.0,7.69,8.21,43.0,10.5,19.5,15.0,8.2,CIN,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
2014,ATL,eric weems,00-0024535,194,1009.0,16.0,10.0,102.0,2.0,11.0,93.0,5.67,5.67,28.0,22.200000000000003,32.2,27.200000000000003,8.454545454545455,ATL,2.0,2.0,100.0,8.0,2.0,3.3,2.0,2.0,100.0,8.0,2.0,5.6
2014,BAL,jacoby jones,00-0025460,194,1076.0,16.0,9.0,131.0,0.0,18.0,190.0,9.28,10.82,87.0,13.100000000000001,22.1,17.6,10.555555555555555,,,,,,,,,,,,,
2014,BUF,mike williams,00-0027702,188,648.0,9.0,8.0,142.0,1.0,19.0,273.0,10.11,10.11,35.0,20.200000000000003,28.200000000000003,24.200000000000003,14.368421052631579,BUF,5.0,0.0,0.0,0.0,0.0,7.6,2.0,0.0,0.0,0.0,0.0,9.1
2014,CIN,james wright,00-0031291,184,727.0,11.0,5.0,91.0,0.0,16.0,255.0,8.7,10.33,36.0,9.1,14.1,11.6,15.9375,,,,,,,,,,,,,
2014,DEN,andre caldwell,00-0026237,180,1128.0,16.0,5.0,47.0,0.0,15.0,171.0,8.33,8.33,18.0,4.7,9.7,7.2,11.4,DEN,1.0,1.0,100.0,8.0,0.0,0.9,0.0,0.0,,0.0,0.0,0.0
2014,WAS,ryan grant,00-0031068,178,1054.0,16.0,7.0,68.0,0.0,15.0,170.0,8.43,8.43,23.0,6.800000000000001,13.8,10.3,11.333333333333334,WAS,3.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,,0.0,0.0,0.0
2014,SEA,kevin norwood,00-0031327,169,621.0,9.0,9.0,102.0,0.0,10.0,121.0,5.92,5.92,40.0,10.200000000000001,19.200000000000003,14.700000000000001,12.1,,,,,,,,,,,,,
2014,SD,seyi ajirotutu,00-0027581,169,1068.0,16.0,4.0,45.0,0.0,12.0,140.0,7.1,7.1,10.0,4.5,8.5,6.5,11.666666666666666,,,,,,,,,,,,,
2014,SEA,ricardo lockette,00-0028442,168,1057.0,16.0,11.0,195.0,2.0,15.0,303.0,8.93,9.52,86.0,31.5,42.5,37.0,20.2,,,,,,,,,,,,,
2014,DAL,dwayne harris,00-0028114,156,1059.0,16.0,7.0,116.0,0.0,12.0,115.0,7.69,10.26,43.0,11.600000000000001,18.6,15.100000000000001,9.583333333333334,DAL,1.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,,0.0,0.0,0.0
2014,TB,russell shepard,00-0030147,154,994.0,16.0,4.0,63.0,0.0,8.0,127.0,5.19,5.19,22.0,6.300000000000001,10.3,8.3,15.875,,,,,,,,,,,,,
2014,ARI,ted ginn,00-0025396,151,1059.0,16.0,14.0,190.0,0.0,26.0,438.0,17.22,19.21,46.0,19.0,33.0,26.0,16.846153846153847,ARI,2.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,,0.0,0.0,0.0
2014,MIN,adam thielen,00-0030035,150,1024.0,16.0,8.0,137.0,1.0,13.0,170.0,9.33,9.33,34.0,19.700000000000003,27.700000000000003,23.700000000000003,13.076923076923077,MIN,1.0,1.0,100.0,13.0,0.0,2.5,0.0,0.0,,0.0,0.0,0.0
2014,CAR,brenton bersin,00-0029394,150,1036.0,15.0,13.0,151.0,1.0,20.0,229.0,13.33,13.33,44.0,21.1,34.1,27.6,11.45,CAR,2.0,2.0,100.0,12.0,1.0,3.8,1.0,1.0,100.0,1.0,1.0,5.0
2014,DAL,devin street,00-0031310,148,1059.0,16.0,2.0,18.0,0.0,7.0,124.0,4.73,4.73,5.0,1.8,3.8,2.8,17.714285714285715,DAL,1.0,1.0,100.0,9.0,0.0,1.8,0.0,0.0,,0.0,0.0,0.0
2014,LAR,austin pettis,00-0028016,139,356.0,9.0,12.0,118.0,1.0,17.0,135.0,12.95,12.95,50.0,17.8,29.8,23.8,7.9411764705882355,STL,3.0,2.0,66.67,7.0,1.0,6.4,2.0,2.0,100.0,7.0,1.0,6.9
2014,CIN,greg little,00-0027997,137,394.0,6.0,6.0,69.0,0.0,12.0,133.0,8.76,8.76,33.0,6.9,12.9,9.9,11.083333333333334,CIN,2.0,1.0,50.0,13.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0
2014,OAK,vincent brown,00-0028020,130,476.0,7.0,12.0,118.0,0.0,21.0,206.0,16.15,16.15,47.0,11.8,23.8,17.8,9.80952380952381,,,,,,,,,,,,,
2014,WAS,santana moss,00-0020494,129,577.0,10.0,10.0,116.0,0.0,15.0,111.0,11.63,11.63,74.0,11.600000000000001,21.6,16.6,7.4,WAS,1.0,1.0,100.0,7.0,0.0,1.6,0.0,0.0,,0.0,0.0,0.0
2014,NE,brian tyms,00-0028984,126,769.0,11.0,5.0,82.0,1.0,11.0,284.0,8.73,8.73,3.0,14.200000000000001,19.200000000000003,16.700000000000003,25.818181818181817,NWE,1.0,1.0,100.0,4.0,0.0,1.4,1.0,1.0,100.0,4.0,0.0,2.4
2014,PIT,darrius heyward-bey,00-0026983,123,1113.0,16.0,3.0,33.0,0.0,5.0,88.0,4.07,4.07,1.0,3.3000000000000003,6.300000000000001,4.800000000000001,17.6,,,,,,,,,,,,,
2014,SD,dontrelle inman,00-0028411,121,485.0,7.0,12.0,158.0,0.0,17.0,214.0,14.05,14.05,14.0,15.8,27.8,21.8,12.588235294117647,,,,,,,,,,,,,
2014,TB,chris owusu,00-0028905,116,525.0,8.0,6.0,78.0,1.0,6.0,74.0,5.17,6.03,4.0,13.8,19.8,16.8,12.333333333333334,TAM,1.0,1.0,100.0,19.0,1.0,2.1,0.0,0.0,,0.0,0.0,0.0
2014,TB,robert herron,00-0031187,116,496.0,8.0,6.0,58.0,1.0,12.0,69.0,10.34,11.21,26.0,11.8,17.8,14.8,5.75,TAM,1.0,1.0,100.0,9.0,1.0,2.1,1.0,1.0,100.0,9.0,1.0,4.3
2014,TEN,kris durham,00-0028045,108,253.0,4.0,6.0,54.0,0.0,11.0,121.0,10.19,10.19,15.0,5.4,11.4,8.4,11.0,,,,,,,,,,,,,
2014,NYG,jerrel jernigan,00-0028021,108,132.0,2.0,6.0,40.0,0.0,9.0,81.0,8.33,9.26,10.0,4.0,10.0,7.0,9.0,,,,,,,,,,,,,
2014,SEA,bryan walters,00-0027595,106,829.0,13.0,6.0,57.0,0.0,11.0,90.0,10.38,11.32,39.0,5.7,11.7,8.7,8.181818181818182,,,,,,,,,,,,,
2014,JAX,mike brown,00-0029155,101,305.0,5.0,7.0,88.0,0.0,15.0,168.0,14.85,14.85,17.0,8.8,15.8,12.3,11.2,,,,,,,,,,,,,
2014,SF,bruce ellington,00-0031326,95,871.0,13.0,6.0,62.0,2.0,12.0,101.0,12.63,18.95,33.0,18.2,24.2,21.2,8.416666666666666,SFO,3.0,1.0,33.33,8.0,1.0,7.0,3.0,1.0,33.33,8.0,1.0,14.3
2014,DET,kevin ogletree,00-0026780,94,499.0,7.0,5.0,50.0,0.0,9.0,113.0,9.57,9.57,14.0,5.0,10.0,7.5,12.555555555555555,NYG,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
2014,BUF,marquise goodwin,00-0030068,89,680.0,10.0,1.0,42.0,0.0,9.0,169.0,10.11,13.48,6.0,4.2,5.2,4.7,18.77777777777778,BUF,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,4.5
2014,OAK,rod streater,00-0029129,86,171.0,3.0,9.0,84.0,1.0,13.0,127.0,15.12,15.12,30.0,14.4,23.4,18.9,9.76923076923077,OAK,1.0,1.0,100.0,12.0,1.0,2.3,0.0,0.0,,0.0,0.0,0.0
2014,SF,quinton patton,00-0030450,86,253.0,4.0,3.0,44.0,0.0,8.0,121.0,9.3,10.47,0.0,4.4,7.4,5.9,15.125,,,,,,,,,,,,,
2014,PHI,jeff maehl,00-0028543,79,581.0,8.0,5.0,46.0,0.0,5.0,35.0,6.33,6.33,11.0,4.6000000000000005,9.600000000000001,7.1000000000000005,7.0,,,,,,,,,,,,,
2014,HOU,devier posey,00-0029673,66,71.0,1.0,1.0,30.0,0.0,1.0,27.0,1.52,1.52,3.0,3.0,4.0,3.5,27.0,,,,,,,,,,,,,
2014,BAL,michael campanaro,00-0031025,65,266.0,4.0,7.0,102.0,1.0,9.0,101.0,13.85,13.85,56.0,16.200000000000003,23.200000000000003,19.700000000000003,11.222222222222221,BAL,2.0,1.0,50.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.1
2014,PHI,brad smith,00-0024318,61,929.0,13.0,1.0,11.0,0.0,3.0,17.0,3.28,3.28,13.0,1.1,2.1,1.6,5.666666666666667,PHI,1.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,3.6
2014,JAX,ace sanders,00-0030550,59,788.0,12.0,6.0,55.0,0.0,7.0,26.0,11.86,11.86,24.0,5.5,11.5,8.5,3.7142857142857144,,,,,,,,,,,,,
2014,NYG,corey washington,00-0030897,56,985.0,14.0,5.0,52.0,1.0,8.0,64.0,14.29,14.29,14.0,11.2,16.2,13.7,8.0,NYG,4.0,3.0,75.0,18.0,1.0,4.1,2.0,1.0,50.0,1.0,1.0,3.8
2014,NE,aaron dobson,00-0030540,56,278.0,4.0,3.0,38.0,0.0,5.0,54.0,8.93,8.93,21.0,3.8000000000000003,6.800000000000001,5.300000000000001,10.8,,,,,,,,,,,,,
2014,JAX,tavarres king,00-0030091,55,116.0,2.0,2.0,13.0,0.0,3.0,15.0,5.45,5.45,4.0,1.3,3.3,2.3,5.0,,,,,,,,,,,,,
2014,IND,griff whalen,00-0029033,43,753.0,10.0,2.0,23.0,0.0,3.0,36.0,6.98,6.98,1.0,2.3000000000000003,4.300000000000001,3.3000000000000003,12.0,,,,,,,,,,,,,
2014,DEN,cody latimer,00-0031344,40,606.0,8.0,2.0,23.0,0.0,4.0,45.0,10.0,10.0,16.0,2.3000000000000003,4.300000000000001,3.3000000000000003,11.25,,,,,,,,,,,,,
2014,DET,ryan broyles,00-0029209,34,342.0,5.0,2.0,25.0,0.0,5.0,46.0,14.71,14.71,9.0,2.5,4.5,3.5,9.2,DET,1.0,1.0,100.0,4.0,0.0,1.3,0.0,0.0,,0.0,0.0,0.0
2014,WAS,aldrick robinson,00-0028116,25,338.0,7.0,1.0,6.0,0.0,0.0,40.0,12.0,12.0,8.0,0.6000000000000001,1.6,1.1,inf,,,,,,,,,,,,,
2014,ATL,courtney roby,00-0023503,17,278.0,4.0,1.0,11.0,0.0,2.0,15.0,11.76,11.76,1.0,1.1,2.1,1.6,7.5,,,,,,,,,,,,,
2014,CHI,micheal spurlock,00-0023968,15,74.0,1.0,1.0,8.0,0.0,3.0,25.0,20.0,20.0,6.0,0.8,1.8,1.3,8.333333333333334,,,,,,,,,,,,,
2014,GB,jeff janis,00-0031001,15,186.0,3.0,2.0,16.0,0.0,2.0,15.0,13.33,13.33,1.0,1.6,3.6,2.6,7.5,,,,,,,,,,,,,
2014,NYJ,jalen saunders,00-0031053,13,617.0,15.0,1.0,7.0,0.0,1.0,4.0,7.69,7.69,3.0,0.7000000000000001,1.7000000000000002,1.2000000000000002,4.0,,,,,,,,,,,,,
2014,GB,kevin dorsey,00-0030116,12,206.0,3.0,1.0,4.0,0.0,2.0,9.0,16.67,16.67,9.0,0.4,1.4,0.9,4.5,,,,,,,,,,,,,
2014,MIA,damian williams,00-0027893,3,175.0,3.0,1.0,14.0,0.0,1.0,13.0,33.33,33.33,1.0,1.4000000000000001,2.4000000000000004,1.9000000000000001,13.0,,,,,,,,,,,,,
2015,HOU,deandre hopkins,00-0030564,1153,1190.0,16.0,111.0,1521.0,11.0,192.0,2835.0,16.65,16.65,243.0,218.1,329.1,273.6,14.765625,HOU,22.0,12.0,54.55,106.0,6.0,31.4,7.0,4.0,57.14,26.0,4.0,24.1
2015,NYJ,brandon marshall,00-0024334,1062,1114.0,16.0,109.0,1502.0,14.0,173.0,2102.0,16.29,16.29,438.0,234.20000000000002,343.20000000000005,288.70000000000005,12.15028901734104,NYJ,21.0,11.0,52.38,97.0,9.0,27.6,12.0,6.0,50.0,18.0,4.0,31.6
2015,GB,randall cobb,00-0028002,1050,1148.0,16.0,79.0,829.0,6.0,129.0,1106.0,12.29,13.52,449.0,118.9,197.9,158.4,8.573643410852712,GNB,21.0,10.0,47.62,47.0,5.0,23.6,14.0,7.0,50.0,35.0,5.0,28.0
2015,GB,james jones,00-0025465,1045,1148.0,16.0,50.0,890.0,8.0,99.0,1694.0,9.47,9.47,233.0,137.0,187.0,162.0,17.11111111111111,GNB,16.0,4.0,25.0,30.0,3.0,18.0,10.0,2.0,20.0,9.0,2.0,20.0
2015,DET,calvin johnson,00-0025389,1005,1083.0,16.0,88.0,1214.0,9.0,149.0,1934.0,14.83,14.83,296.0,175.4,263.4,219.4,12.979865771812081,DET,16.0,11.0,68.75,85.0,7.0,22.9,9.0,6.0,66.67,24.0,5.0,24.3
2015,PIT,antonio brown,00-0027793,1002,1075.0,16.0,136.0,1834.0,10.0,193.0,2203.0,19.26,19.56,687.0,243.4,379.4,311.4,11.414507772020725,PIT,23.0,16.0,69.57,93.0,8.0,29.9,12.0,10.0,83.33,40.0,6.0,29.3
2015,NYG,odell beckham,00-0031235,999,1053.0,15.0,96.0,1450.0,13.0,158.0,1819.0,15.82,15.92,594.0,223.0,319.0,271.0,11.512658227848101,NYG,18.0,11.0,61.11,82.0,6.0,22.2,7.0,3.0,42.86,9.0,3.0,18.4
2015,NYG,rueben randle,00-0029262,996,1114.0,16.0,57.0,797.0,8.0,90.0,984.0,9.04,9.04,205.0,127.7,184.7,156.2,10.933333333333334,NYG,11.0,5.0,45.45,39.0,3.0,13.6,9.0,4.0,44.44,28.0,2.0,23.7
2015,ARI,larry fitzgerald,00-0022921,984,1104.0,16.0,109.0,1215.0,9.0,145.0,1418.0,14.84,14.84,574.0,175.5,284.5,230.0,9.779310344827586,ARI,18.0,13.0,72.22,88.0,8.0,23.1,12.0,7.0,58.33,40.0,7.0,30.0
2015,JAX,allen robinson,00-0031428,983,1058.0,16.0,80.0,1400.0,14.0,151.0,2245.0,15.36,15.36,356.0,224.0,304.0,264.0,14.867549668874172,JAX,22.0,15.0,68.18,109.0,12.0,24.7,18.0,11.0,61.11,62.0,10.0,35.3
2015,NO,brandin cooks,00-0031236,961,1161.0,16.0,84.0,1138.0,9.0,129.0,1597.0,13.42,14.26,384.0,167.8,251.8,209.8,12.37984496124031,NOR,8.0,4.0,50.0,26.0,2.0,11.4,3.0,2.0,66.67,8.0,1.0,10.0
2015,DEN,demaryius thomas,00-0027874,938,1110.0,16.0,105.0,1304.0,6.0,177.0,2106.0,18.87,18.87,496.0,166.4,271.4,218.9,11.898305084745763,DEN,19.0,11.0,57.89,87.0,3.0,27.5,8.0,3.0,37.5,15.0,2.0,27.6
2015,BAL,kamar aiken,00-0028497,937,1136.0,16.0,75.0,944.0,5.0,127.0,1564.0,13.55,13.55,211.0,124.4,199.4,161.9,12.31496062992126,BAL,8.0,6.0,75.0,46.0,4.0,10.7,5.0,3.0,60.0,12.0,2.0,15.2
2015,CIN,aj green,00-0027942,936,1060.0,16.0,86.0,1297.0,10.0,132.0,1840.0,14.1,14.1,346.0,189.70000000000002,275.70000000000005,232.70000000000002,13.93939393939394,CIN,18.0,9.0,50.0,82.0,7.0,27.7,11.0,5.0,45.45,36.0,5.0,33.3
2015,ATL,roddy white,00-0023462,935,1139.0,16.0,43.0,506.0,1.0,70.0,704.0,7.49,7.49,105.0,56.6,99.6,78.1,10.057142857142857,ATL,8.0,3.0,37.5,18.0,1.0,11.1,6.0,2.0,33.33,11.0,1.0,16.7
2015,ATL,julio jones,00-0027944,932,1139.0,16.0,136.0,1871.0,8.0,203.0,2061.0,21.78,21.78,641.0,235.10000000000002,371.1,303.1,10.152709359605911,ATL,21.0,12.0,57.14,83.0,5.0,29.2,12.0,6.0,50.0,29.0,4.0,33.3
2015,DET,golden tate,00-0027891,929,1083.0,16.0,90.0,813.0,6.0,128.0,758.0,13.78,14.42,533.0,117.30000000000001,207.3,162.3,5.921875,DET,17.0,11.0,64.71,39.0,6.0,24.3,11.0,10.0,90.91,33.0,6.0,29.7
2015,IND,ty hilton,00-0029608,927,1106.0,16.0,69.0,1124.0,5.0,134.0,1724.0,14.46,14.46,381.0,142.4,211.4,176.9,12.865671641791044,IND,15.0,7.0,46.67,51.0,3.0,20.8,6.0,3.0,50.0,13.0,2.0,18.2
2015,PHI,jordan matthews,00-0031299,920,1158.0,16.0,85.0,997.0,8.0,126.0,1063.0,13.91,13.91,414.0,147.7,232.7,190.2,8.436507936507937,PHI,14.0,9.0,64.29,55.0,5.0,26.9,8.0,7.0,87.5,41.0,5.0,34.8
