Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
TE,DEN,Albert Okwuegbunam,14,421,895.7446808510638,47,0,10,8,43.0,0.1021377672209026
TE,DET,T.J. Hockenson,12,658,783.3333333333334,84,0,13,9,84.3,0.12811550151975684
TE,NYG,Kaden Smith,4,113,269.04761904761904,42,0,3,3,3.3,0.02920353982300885
TE,BUF,Tommy Sweeney,7,188,482.05128205128204,39,0,6,5,10.4,0.055319148936170216
TE,LV,Foster Moreau,15,685,992.7536231884058,69,0,6,4,55.3,0.08072992700729927
TE,LAR,Kendall Blanton,4,107,248.8372093023256,43,0,7,4,3.7,0.03457943925233645
TE,CIN,Drew Sample,10,262,655.0,40,0,6,4,8.1,0.030916030534351144
TE,PHI,Tyree Jackson,3,67,216.1290322580645,31,0,10,4,8.2,0.12238805970149252
TE,BUF,Dawson Knox,15,917,1054.0229885057472,87,0,8,5,115.1,0.12551799345692474
TE,PIT,Zach Gentry,10,317,660.4166666666667,48,0,8,6,16.7,0.05268138801261829
TE,LAC,Donald Parham Jr.,14,398,970.7317073170731,41,0,7,5,39.0,0.09798994974874371
TE,CHI,Cole Kmet,17,935,1126.5060240963855,83,0,10,7,61.2,0.06545454545454546
TE,LAR,Brycen Hopkins,1,22,66.66666666666666,33,0,5,5,0.9,0.04090909090909091
TE,CLE,Harrison Bryant,15,385,987.1794871794872,39,0,7,5,41.3,0.10727272727272727
TE,NO,Adam Trautman,11,571,741.5584415584416,77,0,8,5,36.3,0.06357267950963222
TE,GB,Josiah Deguara,14,349,918.421052631579,38,0,9,7,36.5,0.10458452722063037
TE,JAC,Luke Farrell,9,207,575.0,36,0,5,3,5.6,0.027053140096618356
TE,KC,Noah Gray,7,154,496.7741935483871,31,0,6,5,9.6,0.06233766233766234
TE,PHI,Noah Togiai,1,24,75.0,32,0,0,0,0.0,0.0
TE,HOU,Brevin Jordan,8,205,525.6410256410256,39,0,14,10,35.8,0.1746341463414634
TE,PIT,Pat Freiermuth,16,683,1101.6129032258063,62,0,12,9,91.7,0.1342606149341142
TE,ATL,Kyle Pitts,17,774,1045.945945945946,74,0,14,9,108.6,0.14031007751937985
TE,CAR,Tommy Tremble,15,492,1004.0816326530612,49,1,7,5,33.1,0.06727642276422764
TE,LAC,Tre' McKitty,6,152,447.0588235294117,34,0,5,4,4.5,0.029605263157894735
TE,WAS,John Bates,13,473,844.6428571428571,56,0,5,4,30.9,0.0653276955602537
TE,PHI,Jack Stoll,6,171,397.6744186046512,43,0,3,2,2.2,0.012865497076023392
TE,DET,Brock Wright,8,270,509.4339622641509,53,0,6,4,23.7,0.08777777777777777
TE,DET,Shane Zylstra,3,82,195.23809523809524,42,0,9,4,3.4,0.041463414634146344
