Rank,Player,Avg Pick,Pos,Tm,Season
68,JuJu Smith-Schuster,71.08,WR,PIT,2021
69,Devin White,72.12,LB,TBB,2021
70,Odell Beckham,73.77,WR,LAR,2021
71,Darrell Henderson,75.35,RB,LAR,2021
72,Damien Harris,76.38,RB,NEP,2021
73,Chase Claypool,77.15,WR,PIT,2021
74,Jerry Jeudy,79.24,WR,DEN,2021
75,Ryan Tannehill,79.53,QB,TEN,2021
76,Kenny Golladay,79.85,WR,NYG,2021
77,Courtland Sutton,80.39,WR,DEN,2021
78,Darius Leonard,80.41,LB,IND,2021
79,Melvin Gordon,81.42,RB,DEN,2021
80,Logan Thomas,82.67,TE,WAS,2021
81,Matthew Stafford,83.02,QB,LAR,2021
82,Leonard Fournette,84.28,RB,TBB,2021
83,Trey Sermon,84.43,RB,SFO,2021
84,Tyler Boyd,84.85,WR,CIN,2021
85,Brandin Cooks,86.14,WR,HOU,2021
86,Robby Anderson,86.47,WR,CAR,2021
87,Jalen Hurts,86.72,QB,PHI,2021
88,Roquan Smith,89.43,LB,CHI,2021
89,Gus Edwards,91.32,RB,BAL,2021
90,Deebo Samuel,92.36,WR,SFO,2021
91,Ronald Jones,94.13,RB,TBB,2021
92,Robert Tonyan,94.85,TE,GBP,2021
93,DeVonta Smith,95.39,WR,PHI,2021
94,Noah Fant,97.10,TE,DEN,2021
95,Dallas Goedert,97.10,TE,PHI,2021
96,D.J. Chark,97.77,WR,JAC,2021
97,Jarvis Landry,98.20,WR,CLE,2021
98,Joe Burrow,100.06,QB,CIN,2021
99,Laviska Shenault,101.40,WR,JAC,2021
100,Michael Carter,102.31,RB,NYJ,2021
101,Corey Davis,104.30,WR,NYJ,2021
102,Blake Martinez,104.99,LB,NYG,2021
103,Zach Cunningham,106.33,LB,TEN,2021
104,Antonio Brown,106.51,WR,FA,2021
105,Jamal SEA SAdams,106.60,S,SEA,2021
106,Mike Gesicki,107.03,TE,MIA,2021
107,Budda ARI SBaker,107.86,S,ARI,2021
108,Myles Garrett,108.33,DE,CLE,2021
109,James Conner,109.41,RB,ARI,2021
110,Aaron Donald,109.69,DT,LAR,2021
111,Fred Warner,112.74,LB,SFO,2021
112,T.J. Watt,114.12,LB,PIT,2021
113,Trevor Lawrence,114.19,QB,JAC,2021
114,Zack Moss,114.21,RB,BUF,2021
115,"Rams, Los Angeles LAR Def",114.34,Def,LAR,2021
116,AJ Dillon,114.66,RB,GBP,2021
117,Jaylen Waddle,114.74,WR,MIA,2021
118,Micah Parsons,114.89,LB,DAL,2021
119,Devin Singletary,116.43,RB,BUF,2021
120,Matt Ryan,117.06,QB,ATL,2021
121,Michael Gallup,117.53,WR,DAL,2021
122,Bobby Wagner,117.55,LB,SEA,2021
123,Henry Ruggs,118.16,WR,FA,2021
124,Michael Pittman,118.21,WR,IND,2021
125,Cole Beasley,119.62,WR,BUF,2021
126,Baker Mayfield,121.95,QB,CLE,2021
127,Kirk Cousins,122.47,QB,MIN,2021
128,Will Fuller,122.50,WR,MIA,2021
129,Kenyan Drake,122.70,RB,LVR,2021
130,Derwin LAC SJames,122.86,S,LAC,2021
131,Curtis Samuel,123.17,WR,WAS,2021
132,Joe Schobert,124.08,LB,PIT,2021
133,Russell Gage,124.80,WR,ATL,2021
134,Trey Lance,125.32,QB,SFO,2021
135,Jamaal Williams,125.47,RB,DET,2021
136,Jonnu Smith,126.80,TE,NEP,2021
137,Justin Fields,127.52,QB,CHI,2021
138,Joey Bosa,127.60,DE,LAC,2021
139,Irv Smith Jr.,127.93,TE,MIN,2021
140,Mike Williams,128.24,WR,LAC,2021
141,Marquise Brown,128.30,WR,BAL,2021
142,Nick Bosa,128.50,DE,SFO,2021
143,Marvin Jones,128.70,WR,JAC,2021
144,David Johnson,129.89,RB,HOU,2021
145,Danielle Hunter,130.04,DE,MIN,2021
146,"Steelers, Pittsburgh PIT Def",131.01,Def,PIT,2021
147,Marquez Callaway,131.09,WR,NOS,2021
148,Tony Pollard,131.85,RB,DAL,2021
149,Nyheim Hines,132.16,RB,IND,2021
150,Sony Michel,132.29,RB,LAR,2021
151,DeVante Parker,132.99,WR,MIA,2021
152,"FootballTeam, Washington WAS Def",133.09,Def,WAS,2021
153,Darnell Mooney,133.38,WR,CHI,2021
154,"Buccaneers, Tampa Bay TBB Def",133.89,Def,TBB,2021
155,Tua Tagovailoa,133.97,QB,MIA,2021
156,Mecole Hardman,134.44,WR,KCC,2021
157,J.D. McKissic,134.45,RB,WAS,2021
158,Jared Cook,134.75,TE,LAC,2021
159,Derek Carr,135.67,QB,LVR,2021
160,DeForest Buckner,136.02,DT,IND,2021
161,Jeremy CAR SChinn,136.98,S,CAR,2021
162,Ben Roethlisberger,137.01,QB,PIT,2021
163,Isaiah Simmons,138.31,LB,ARI,2021
164,Patrick Queen,138.43,LB,BAL,2021
165,Evan Engram,139.10,TE,NYG,2021
166,"Bills, Buffalo BUF Def",139.11,Def,BUF,2021
167,Tremaine Edmunds,139.16,LB,BUF,2021
168,Rob Gronkowski,139.20,TE,TBB,2021
169,Zach Ertz,139.68,TE,ARI,2021
170,Carson Wentz,139.74,QB,IND,2021
171,C.J. Mosley,140.59,LB,NYJ,2021
172,Eric Kendricks,140.70,LB,MIN,2021
173,Daniel Jones,141.66,QB,NYG,2021
174,Justin Tucker,141.83,PK,BAL,2021
175,Zach Wilson,141.92,QB,NYJ,2021
176,Brian Burns,142.97,DE,CAR,2021
177,Deshaun Watson,143.47,QB,HOU,2021
178,Jameis Winston,144.02,QB,NOS,2021
179,"Ravens, Baltimore BAL Def",144.13,Def,BAL,2021
180,Jordan BUF SPoyer,144.97,S,BUF,2021
181,Harrison Butker,145.11,PK,KCC,2021
182,Sam Darnold,145.25,QB,CAR,2021
183,Hunter Henry,147.08,TE,NEP,2021
184,Myles Jack,147.59,LB,JAC,2021
185,Ryan Fitzpatrick,148.65,QB,WAS,2021
186,Sterling Shepard,149.42,WR,NYG,2021
187,Lavonte David,149.52,LB,TBB,2021
188,Alexander Mattison,149.61,RB,MIN,2021
189,Jared Goff,149.65,QB,DET,2021
190,Jakobi Meyers,149.72,WR,NEP,2021
191,Younghoe Koo,150.98,PK,ATL,2021
192,"49ers, San Francisco SFO Def",152.38,Def,SFO,2021
193,Deion Jones,152.58,LB,ATL,2021
194,Latavius Murray,154.00,RB,BAL,2021
195,James White,155.40,RB,NEP,2021
196,Mac Jones,155.55,QB,NEP,2021
197,Anthony Firkser,155.81,TE,TEN,2021
198,Jessie CIN SBates,156.00,S,CIN,2021
199,Phillip Lindsay,156.03,RB,MIA,2021
200,"Patriots, New England NEP Def",156.23,Def,NEP,2021
201,Rondale Moore,157.47,WR,ARI,2021
202,Nelson Agholor,157.70,WR,NEP,2021
203,T.Y. Hilton,157.95,WR,IND,2021
204,Ty'Son Williams,158.05,RB,BAL,2021
205,"Colts, Indianapolis IND Def",158.58,Def,IND,2021
206,Adam Trautman,158.78,TE,NOS,2021
207,Jalen Reagor,158.98,WR,PHI,2021
208,Cam Newton,159.70,QB,CAR,2021
209,Rashod Bateman,160.51,WR,BAL,2021
210,Terrace Marshall,161.30,WR,CAR,2021
211,Gabriel Davis,163.52,WR,BUF,2021
212,Austin Hooper,164.99,TE,CLE,2021
213,Cole Kmet,165.12,TE,CHI,2021
214,Taysom Hill,166.14,QB,NOS,2021
215,"Broncos, Denver DEN Def",166.24,Def,DEN,2021
216,Rhamondre Stevenson,166.55,RB,NEP,2021
217,Tyler Bass,168.34,PK,BUF,2021
218,Gerald Everett,168.69,TE,SEA,2021
219,Mark Ingram,168.93,RB,NOS,2021
220,Tevin Coleman,169.14,RB,NYJ,2021
221,"Dolphins, Miami MIA Def",169.33,Def,MIA,2021
222,Chuba Hubbard,169.44,RB,CAR,2021
223,Giovani Bernard,169.99,RB,TBB,2021
224,Ryan Succop,170.47,PK,TBB,2021
225,Blake Jarwin,170.53,TE,DAL,2021
226,"Browns, Cleveland CLE Def",171.20,Def,CLE,2021
227,Jamison Crowder,172.29,WR,NYJ,2021
228,Eric Ebron,172.81,TE,PIT,2021
229,Tre'Quan Smith,172.83,WR,NOS,2021
230,Jimmy Garoppolo,172.91,QB,SFO,2021
231,Daniel Carlson,173.32,PK,LVR,2021
232,Tyrell Williams,173.93,WR,FA,2021
233,Emmanuel Sanders,174.09,WR,BUF,2021
234,Greg Zuerlein,174.29,PK,DAL,2021
235,A.J. Green,174.33,WR,ARI,2021
236,Teddy Bridgewater,174.46,QB,DEN,2021
237,Bryan Edwards,174.52,WR,LVR,2021
238,"Chiefs, Kansas City KCC Def",175.22,Def,KCC,2021
239,Kenneth Gainwell,175.57,RB,PHI,2021
240,Jason Sanders,176.68,PK,MIA,2021
241,"Packers, Green Bay GBP Def",177.23,Def,GBP,2021
242,Rashaad Penny,177.31,RB,SEA,2021
243,Christian Kirk,177.92,WR,ARI,2021
244,"Bears, Chicago CHI Def",178.93,Def,CHI,2021
245,Pat Freiermuth,180.22,TE,PIT,2021
246,Amon-Ra St. Brown,181.27,WR,DET,2021
247,Jeffery Wilson,181.69,RB,SFO,2021
248,Tony Jones,182.51,RB,NOS,2021
249,"Saints, New Orleans NOS Def",182.88,Def,NOS,2021
250,Rodrigo Blankenship,183.79,PK,IND,2021
251,Jason Myers,184.89,PK,SEA,2021
252,Randall Cobb,185.02,WR,GBP,2021
253,Marlon Mack,185.62,RB,IND,2021
254,Parris Campbell,185.72,WR,IND,2021
255,"Cardinals, Arizona ARI Def",185.92,Def,ARI,2021
256,Tarik Cohen,186.42,RB,CHI,2021
257,Mason Crosby,187.14,PK,GBP,2021
258,"Seahawks, Seattle SEA Def",187.47,Def,SEA,2021
259,"Eagles, Philadelphia PHI Def",189.17,Def,PHI,2021
260,Robbie Gould,189.18,PK,SFO,2021
261,Drew Lock,189.42,QB,DEN,2021
262,Darrel Williams,189.52,RB,KCC,2021
263,Marquez Valdes-Scantling,189.71,WR,GBP,2021
264,Justin Jackson,190.98,RB,LAC,2021
265,"Chargers, Los Angeles LAC Def",191.00,Def,LAC,2021
266,Breshad Perriman,191.43,WR,TBB,2021
267,Brandon McManus,191.62,PK,DEN,2021
268,"Vikings, Minnesota MIN Def",191.85,Def,MIN,2021
269,Chris Boswell,193.00,PK,PIT,2021
270,Matt Prater,193.07,PK,ARI,2021
271,"Titans, Tennessee TEN Def",193.09,Def,TEN,2021
272,Tyrod Taylor,193.37,QB,HOU,2021
273,Matt Gay,193.48,PK,LAR,2021
274,Wil Lutz,193.81,PK,NOS,2021
275,Boston Scott,194.27,RB,PHI,2021
276,Cairo Santos,194.62,PK,CHI,2021
277,Darius Slayton,194.80,WR,NYG,2021
278,Malcolm Brown,196.22,RB,MIA,2021
279,Kadarius Toney,196.48,WR,NYG,2021
280,Graham Gano,196.63,PK,NYG,2021
281,"Panthers, Carolina CAR Def",196.84,Def,CAR,2021
282,Sammy Watkins,197.28,WR,BAL,2021
283,Allen Lazard,198.37,WR,GBP,2021
284,Devontae Booker,200.46,RB,NYG,2021
285,Denzel Mims,200.99,WR,NYJ,2021
286,"Cowboys, Dallas DAL Def",201.19,Def,DAL,2021
287,Damien Williams,201.27,RB,CHI,2021
288,"Giants, New York NYG Def",201.34,Def,NYG,2021
289,Jordan Love,201.95,QB,GBP,2021
290,Darrynton Evans,202.26,RB,TEN,2021
291,Carlos Hyde,202.28,RB,JAC,2021
292,Evan McPherson,202.59,PK,CIN,2021
293,Hayden Hurst,202.81,TE,ATL,2021
294,Jordan Wilkins,203.93,RB,FA,2021
295,Amari Rodgers,206.98,WR,GBP,2021
296,Ty Johnson,207.20,RB,NYJ,2021
297,Wayne Gallman,207.30,RB,MIN,2021
298,Dawson Knox,207.68,TE,BUF,2021
299,Josh Lambo,208.53,PK,FA,2021
300,O.J. Howard,209.52,TE,TBB,2021
301,Dustin Hopkins,210.20,PK,LAC,2021
302,"Falcons, Atlanta ATL Def",210.77,Def,ATL,2021
303,Nico Collins,211.00,WR,HOU,2021
304,Le'Veon Bell,211.32,RB,FA,2021
305,Lamical Perine,211.98,RB,NYJ,2021
306,John Brown,212.55,WR,TBB,2021
307,Salvon Ahmed,212.66,RB,MIA,2021
308,Andy Dalton,213.22,QB,CHI,2021
309,Hunter Renfrow,214.26,WR,LVR,2021
310,Josh Palmer,215.01,WR,LAC,2021
311,Jack Doyle,215.94,TE,IND,2021
312,Dyami Brown,216.63,WR,WAS,2021
313,KJ Hamler,218.85,WR,DEN,2021
314,Dalton Schultz,219.63,TE,DAL,2021
315,Elijah Mitchell,219.70,RB,SFO,2021
316,Juwan Johnson,220.00,TE,NOS,2021
317,Jerick McKinnon,220.28,RB,KCC,2021
318,Quez Watkins,221.20,WR,PHI,2021
319,D'Wayne Eskridge,221.37,WR,SEA,2021
320,Qadree Ollison,222.38,RB,ATL,2021
321,Mike Badgley,222.58,PK,IND,2021
322,Keke Coutee,222.92,WR,IND,2021
323,Demarcus Robinson,224.87,WR,KCC,2021
324,Samaje Perine,224.93,RB,CIN,2021
325,Chris Herndon,225.05,TE,MIN,2021
326,Van Jefferson,225.78,WR,LAR,2021
327,Jimmy Graham,226.30,TE,CHI,2021
328,Mo Alie-Cox,227.12,TE,IND,2021
329,C.J. Uzomah,227.58,TE,CIN,2021
330,Javian Hawkins,227.85,RB,FA,2021
331,Benny Snell,229.88,RB,PIT,2021
332,Donovan Peoples-Jones,230.12,WR,CLE,2021
333,Joshua Kelley,231.81,RB,LAC,2021
334,Justice Hill,231.84,RB,BAL,2021
335,Hunter Long,231.93,TE,MIA,2021
336,Kyle Trask,232.21,QB,TBB,2021
337,Dan Arnold,232.62,TE,JAC,2021
338,Larry Rountree,232.90,RB,LAC,2021
339,Tylan Wallace,236.10,WR,BAL,2021
340,Todd FA* RBGurley,236.39,RB,FA*,2021
341,Jaret Patterson,236.50,RB,WAS,2021
342,Kellen Mond,236.86,QB,MIN,2021
343,Chris Evans,237.51,RB,CIN,2021
344,DeSean Jackson,239.00,WR,LVR,2021
345,Khalil Herbert,239.14,RB,CHI,2021
346,Jermar Jefferson,239.71,RB,DET,2021
347,Cordarrelle Patterson,239.98,WR,ATL,2021
348,Tim Patrick,241.69,WR,DEN,2021
349,Davis Mills,243.59,QB,HOU,2021
350,Byron Pringle,244.28,WR,KCC,2021
351,Tyler Conklin,244.98,TE,MIN,2021
352,Tyler Kroft,245.13,TE,NYJ,2021
353,Quintez Cephus,245.30,WR,DET,2021
354,Zach Pascal,246.48,WR,IND,2021
355,Kylin Hill,250.77,RB,GBP,2021
356,Jordan Akins,251.40,TE,HOU,2021
357,Taylor Heinicke,251.63,QB,WAS,2021
358,Cornell Powell,252.41,WR,KCC,2021
359,Gerrid Doaks,252.75,RB,MIA,2021
360,Josh Reynolds,252.82,WR,DET,2021
361,Brevin Jordan,253.76,TE,HOU,2021
362,Kendrick Bourne,255.97,WR,NEP,2021
363,Donald Parham,256.33,TE,LAC,2021
364,James Washington,257.50,WR,PIT,2021
365,Noah Gray,258.17,TE,KCC,2021
366,Olamide Zaccheaus,259.67,WR,ATL,2021
367,Keelan Cole,260.29,WR,NYJ,2021
368,Harrison Bryant,261.08,TE,CLE,2021
369,Anthony McFarland,262.23,RB,PIT,2021
370,N'Keal Harry,263.24,WR,NEP,2021
371,Anthony Miller,263.32,WR,PIT,2021
372,Gardner Minshew,263.43,QB,PHI,2021
373,David Njoku,264.06,TE,CLE,2021
374,Will Dissly,269.66,TE,SEA,2021
375,Travis Fulgham,270.51,WR,DEN,2021
376,DeeJay Dallas,271.76,RB,SEA,2021
377,Rashard Higgins,275.37,WR,CLE,2021
378,Scott Miller,280.57,WR,TBB,2021
